"","id","pubdate","firstauthor","lastauthor","source","title","year"
"160","8026639","1994 Jul","Rohwedel J","Wobus AM","Developmental biology","Muscle cell differentiation of embryonic stem cells reflects myogenesis in vivo: developmentally regulated expression of myogenic determination genes and functional expression of ionic currents.","1994"
"161","1656368","1991 Sep","Rosnet O","Birnbaum D","Oncogene","Murine Flt3, a gene encoding a novel tyrosine kinase receptor of the PDGFR/CSF1R family.","1991"
"162","2004790","1991 Feb","Rosnet O","Birnbaum D","Genomics","Isolation and chromosomal localization of a novel FMS-like tyrosine kinase gene.","1991"
"163","6804947","1982 Mar","Rudikoff S","Scharff MD","Proceedings of the National Academy of Sciences of the United States of America","Single amino acid substitution altering antigen-binding specificity.","1982"
"164","11506500","2001 Aug 17","Shaheen RM","Ellis LM","British journal of cancer","Inhibited growth of colon cancer carcinomatosis by antibodies to vascular endothelial and epidermal growth factor receptors.","2001"
"165","9200616","1997 Jun 13","Shalaby F","Rossant J","Cell","A requirement for Flk1 in primitive and definitive hematopoiesis and vasculogenesis.","1997"
"166","2158038","1990 Apr","Shibuya M","Sato M","Oncogene","Nucleotide sequence and expression of a novel human receptor-type tyrosine kinase gene (flt) closely related to the fms family.","1990"
"167","1279431","1992 Oct 29","Shweiki D","Keshet E","Nature","Vascular endothelial growth factor induced by hypoxia may mediate hypoxia-initiated angiogenesis.","1992"
"168","9770121","1998 Jun","Siemeister G","Marmé D","Cancer metastasis reviews","The pivotal role of VEGF in tumor angiogenesis: molecular facts and therapeutic opportunities.","1998"
"169","2898810","1988 Jul 1","Spangrude GJ","Weissman IL","Science (New York, N.Y.)","Purification and characterization of mouse hematopoietic stem cells.","1988"
"170","10360672","1999 May","Speirs V","Atkin SL","British journal of cancer","Production of VEGF and expression of the VEGF receptors Flt-1 and KDR in primary cultures of epithelial and stromal cells derived from breast tumours.","1999"
"171","1458542","1992 Dec 11","Stemple DL","Anderson DJ","Cell","Isolation of a stem cell for neurons and glia from the mammalian neural crest.","1992"
"172","388229","1979 Nov 1","Stinchcomb DT","Davis RW","Nature","Isolation and characterisation of a yeast chromosomal replicator.","1979"
"173","2536936","1989 Feb","Streeten EA","Brandi ML","Proceedings of the National Academy of Sciences of the United States of America","Cloned endothelial cells from fetal bovine bone.","1989"
"174","10745620","2000 Feb","Suda T","Oike Y","International journal of hematology","Hematopoiesis and angiogenesis.","2000"
"175","2568865","1989 Aug 15","Szilvassy SJ","Eaves CJ","Blood","Isolation in a single step of a highly enriched murine hematopoietic stem cell population with competitive long-term repopulating ability.","1989"
"176","1417831","1992 Sep 30","Terman BI","Böhlen P","Biochemical and biophysical research communications","Identification of the KDR tyrosine kinase as a receptor for vascular endothelial cell growth factor.","1992"
"177","1656371","1991 Sep","Terman BI","Shows TB","Oncogene","Identification of a new endothelial cell growth factor receptor tyrosine kinase.","1991"
"178","6933469","1980 Jul","Urlaub G","Chasin LA","Proceedings of the National Academy of Sciences of the United States of America","Isolation of Chinese hamster cell mutants deficient in dihydrofolate reductase activity.","1980"
"179","8896407","1996 Nov 1","Vittet D","Dejana E","Blood","Embryonic stem cells differentiate in vitro to endothelial cells through successive maturation steps.","1996"
"180","2047874","1991 Jun 21","Waldmann TA","Waldmann TA","Science (New York, N.Y.)","Monoclonal antibodies in diagnosis and therapy.","1991"
"181","2660141","1989 Jun","Wek RC","Hinnebusch AG","Proceedings of the National Academy of Sciences of the United States of America","Juxtaposition of domains homologous to protein kinases and histidyl-tRNA synthetases in GCN2 protein suggests a mechanism for coupling GCN4 expression to amino acid availability.","1989"
"182","2466296","1989 Mar","Wilks AF","Wilks AF","Proceedings of the National Academy of Sciences of the United States of America","Two putative protein-tyrosine kinases identified by application of the polymerase chain reaction.","1989"
"183","1698553","1990 Oct 5","Williams DE","Boswell HS","Cell","Identification of a ligand for the c-kit proto-oncogene.","1990"
