"SID","PMID","DOI","EID","Date","Title"
"0033376181","10697624","","2-s2.0-0033376181","1999-12-01","The role of adjuvant immunotherapy after radical nephrectomy and prognostic factors in pT3N0M0 renal cell carcinoma"
"0029077645","7562021","10.1179/joc.1995.7.3.240","2-s2.0-0029077645","1995-01-01","Is there a role for adjuvant immunochemotherapy after radical nephrectomy in pT2-3N0M0 renal cell carcinoma?"
"24044549635","15979888","10.1016/j.critrevonc.2005.04.002","2-s2.0-24044549635","2005-09-01","Novel treatments for metastatic renal cell carcinoma"
"0031406878","9457398","","2-s2.0-0031406878","1997-12-01","High-dose aldesleukin in renal cell carcinoma: Long-term survival update"
"0038538304","12820332","","2-s2.0-0038538304","2003-03-01","Adjuvant therapy of renal cell carcinoma patients with an autologous tumor cell lysate vaccine: A 5-year follow-up analysis"
"16844371156","15717943","","2-s2.0-16844371156","2005-03-01","Immunotherapy for human cancer using heat shock protein-peptide complexes"
"26444480756","16207072","10.2165/00063030-200519050-00004","2-s2.0-26444480756","2005-10-17","The role of radioimmunotherapy with yttrium-90 ibritumomab tiuxetan in the treatment of non-Hodgkin lymphoma"
"1242321027","15000426","10.1081/DDC-120027507","2-s2.0-1242321027","2004-03-04","Powder-in-Bottle Formulation of SU011248. Enabling Rapid Progression into Human Clinical Trials"
"1642556736","14763129","","2-s2.0-1642556736","2003-12-01","Raf pathway inhibitors in oncology"
"4644259265","15448036","10.1158/1078-0432.CCR-040028","2-s2.0-4644259265","2004-09-15","Kinase inhibition with BAY 43-9006 in renal cell carcinoma"
"0038016523","12850528","10.1016/S1040-8428(03)00065-9","2-s2.0-0038016523","2003-06-27","Thalidomide therapy for renal cell carcinoma"
"0033980850","10732751","","2-s2.0-0033980850","2000-02-19","Continuous low dose Thalidomide: A phase II study in advanced melanoma, renal cell, ovarian and breast cancer"
"0036139999","11773183","10.1200/JCO.20.1.302","2-s2.0-0036139999","2002-01-01","Phase II trial of thalidomide for patients with advanced renal cell carcinoma"
"18244374789","15780170","","2-s2.0-18244374789","2005-01-01","New treatments for metastatic kidney cancer."
"33644933152","16425982","10.3816/CGC.2005.n.026","2-s2.0-33644933152","2005-12-01","Renal cell carcinoma: A new era?"
"20444417477","15892796","10.1111/j.1464-410X.2005.05535.x","2-s2.0-20444417477","2005-06-01","What's new in the treatment of metastatic kidney cancer?"
"29744456208","16408368","10.1016/S1470-2045(05)70521-0","2-s2.0-29744456208","2006-01-01","Bevacizumab and erlotinib show promise for kidney cancer"
"33644896810","16503817","10.1517/14656566.7.4.453","2-s2.0-33644896810","2006-03-01","Sorafenib"
"33644844764","16330665","10.1200/JCO.2005.03.7234","2-s2.0-33644844764","2006-01-01","Treatment options in metastatic renal carcinoma: An embarrassment of riches"
"33745761521","16801985","","2-s2.0-33745761521","2006-05-01","Gateways to clinical trials"
"0031800250","9626229","","2-s2.0-0031800250","1998-06-01","Resection of metastatic renal cell carcinoma"
"0041691157","14501711","10.1097/01.ju.0000086829.74971.4a","2-s2.0-0041691157","2003-10-01","Prognostic factors for survival with gemcitabine plus 5-fluorouracil based regimens for metastatic renal cancer"
"0030449996","9006738","","2-s2.0-0030449996","1996-11-01","Immunotherapy of metastatic renal cell cancer"
"0028266553","8120958","10.1001/jama.1994.03510360033032","2-s2.0-0028266553","1994-03-23","Treatment of 283 Consecutive Patients With Metastatic Melanoma or Renal Cell Cancer Using High-Dose Bolus Interleukin 2"
"0023123517","3493433","","2-s2.0-0023123517","1987-05-20","Constant-infusion recombinant interleukin-2 in adoptive immunotherapy of advanced cancer"
"0028234853","8204354","10.1016/0959-8049(94)90251-8","2-s2.0-0028234853","1994-01-01","The treatment of metastatic renal cell carcinoma by continuous intravenous infusion of recombinant interleukin-2"
"0027333289","7804369","","2-s2.0-0027333289","1993-01-01","The impact of interleukin-2 on survival in renal cancer: A multivariate analysis"
"0026718336","1607917","","2-s2.0-0026718336","1992-01-01","Phase II study of subcutaneous interleukin-2 in unselected patients with advanced renal cell cancer on an outpatient basis"
"0028809089","7844611","","2-s2.0-0028809089","1995-01-01","Multiinstitutional home-therapy trial of recombinant human interleukin-2 and interferon Alfa-2 in progressive metastatic renal cell carcinoma"
"0028227443","8198979","10.1038/bjc.1994.218","2-s2.0-0028227443","1994-01-01","Subcutaneous low-dose recombinant interleukin 2 and alpha-interferon in patients with metastatic renal cell carcinoma"
"0026719617","1607918","","2-s2.0-0026719617","1992-12-01","A phase II trial of interleukin-2 and interferon Alfa-2a in patients with advanced renal cell carcinoma"
"0027199879","8355047","","2-s2.0-0027199879","1993-12-01","Subcutaneous interleukin-2 plus interferon alfa-2a in metastatic renal cancer: An outpatient multicenter trial"
"0642281441","14581421","10.1200/JCO.2003.02.073","2-s2.0-0642281441","2003-11-01","Subcutaneous interleukin-2 and interferon alfa administration in patients with metastatic renal cell carcinoma: Final results of SCAPP III, a large, multicenter, phase II, nonrandomized study with sequential analysis design - The subcutaneous administration propeukin program cooperative group"
"0036240987","12056712","10.1093/annonc/mdf105","2-s2.0-0036240987","2002-05-13","A multi-institutional phase II trial of a novel inpatient schedule of continuous interleukin-2 with interferon α-2b in advanced renal cell carcinoma: Major durable responses in a less highly selected patient population"
"0037809210","12778059","10.1038/sj.bjc.6600915","2-s2.0-0037809210","2003-05-06","Immunotherapy with concurrent subcutaneous GM-CSF, low-dose IL-2 and IFN-α in patients with progressive metastatic renal cell carcinoma"
"19244365218","12439347","10.1097/00002371-200211000-00006","2-s2.0-19244365218","2002-11-01","Vaccination of patients with metastatic renal cell carcinoma with autologous dendritic cells pulsed with autologous tumor antigens in combination with interleukin-2: A phase 1 study"
"0036845714","12429623","","2-s2.0-0036845714","2002-11-01","Immunotherapy of metastatic renal cell carcinoma with tumor lysate-pulsed autologous dendritic cells"
"0036448032","12439609","10.1007/s00262-002-0324-0","2-s2.0-0036448032","2002-12-21","Therapeutic vaccination against metastatic renal cell carcinoma by autologous dendritic cells: Preclinical results and outcome of a first clinical phase I/II trial"
"0037457018","12691613","10.1089/104303403321467243","2-s2.0-0037457018","2003-03-20","Allogeneic dendritic cells fused with tumor cells: Preclinical results and outcome of a clinical phase I/II trial in patients with metastatic renal cell carcinoma"
"3242666031","15269142","10.1158/1078-0432.CCR-04-0347","2-s2.0-3242666031","2004-07-15","Fusion cell vaccination of patients with metastatic breast and renal cancer induces immunological and clinical responses"
"4644354179","15448029","10.1158/1078-0432.CCR-050005","2-s2.0-4644354179","2004-09-15","Dendritic cell-tumor fusion vaccines for renal cell carcinoma"
"0037089621","11956260","10.1200/JCO.2002.08.068","2-s2.0-0037089621","2002-04-15","Allogeneic stem-cell transplantation of renal cell cancer after nonmyeloablative chemotherapy: Feasibility, engraftment, and clinical results"
"0036569579","12015766","10.1002/cncr.10491","2-s2.0-0036569579","2002-05-01","Allogeneic blood stem cell transplantation after a reduced-intensity, preparative regimen: A pilot study in patients with refractory malignancies"
"0036624786","12010834","10.1182/blood.V99.11.4234","2-s2.0-0036624786","2002-06-01","Nonmyeloablative conditioning followed by hematopoietic cell allografting and donor lymphocyte infusions for patients with metastatic renal and breast cancer"
"20844445349","12621459","10.1038/sj.bmt.1703811","2-s2.0-20844445349","2003-02-01","Low-intensity conditioning and hematopoietic stem cell transplantation in patients with renal and colon carcinoma"
"0242578094","12881308","10.1182/blood-2003-04-1022","2-s2.0-0242578094","2003-11-15","Rapid induction of complete donor chimerism by the use of a reduced-intensity conditioning regimen composed of fludarabine and melphalan in allogeneic stem cell transplantation for metastatic solid tumors"
"4644236156","15448030","10.1158/1078-0432.CCR-050009","2-s2.0-4644236156","2004-09-15","Nonmyeloablative transplantation: An allogeneic-based immunotherapy for renal cell carcinoma"
"0034850652","11516094","10.1038/sj.leu.2402203","2-s2.0-0034850652","2001-09-06","Induction of graft-versus-leukemia to prevent relapse after partially lymphocyte-depleted allogeneic bone marrow transplantation by pre-emptive donor leukocyte infusions"
"0032694512","10541374","","2-s2.0-0032694512","1999-10-01","Phase I radioimmunotherapy of metastatic renal cell carcinoma with 131I-labeled chimeric monoclonal antibody G250"
"0141568092","14506194","","2-s2.0-0141568092","2003-10-01","Targeting of metastatic renal cell carcinoma with the chimeric monoclonal antibody G250 labeled with 131I or 111In: An intrapatient comparison"
"0142250392","14581334","","2-s2.0-0142250392","2003-10-15","Targeted Anti-Interleukin-6 Monoclonal Antibody Therapy for Cancer: A Review of the Rationale and Clinical Evidence"
"0030796001","9247285","10.1002/(SICI)1097-0215(19970729)72:3&lt;424::AID-IJC9&gt;3.0.CO;2-R","2-s2.0-0030796001","1997-08-19","Role of interleukin-6 in the paraneoplastic inflammatory syndrome associated with renal-cell carcinoma"
"3142713868","15200343","10.2165/00003495-200464120-00001","2-s2.0-3142713868","2004-07-26","Biological agents for rheumatoid arthritis: Targeting both physical function arid structural damage"
"0035394516","11431362","","2-s2.0-0035394516","2001-07-01","Constitutive activation of hypoxia-inducible genes related to overexpression of hypoxia-inducible factor-1α in clear cell renal carcinomas"
"9144230617","14729622","10.1158/0008-5472.CAN-03-1968","2-s2.0-9144230617","2004-01-01","Parathyroid Hormone-Related Protein Is an Essential Growth Factor for Human Clear Cell Renal Carcinoma and a Target for the von Hippel-Lindau Tumor Suppressor Gene"
"0038507194","12853836","","2-s2.0-0038507194","2003-08-01","Overproduction of vascular endothelial growth factor related to von Hippel-Lindau tumor suppressor gene mutations and hypoxia-inducible factor-1α expression in renal cell carcinomas"
"0031964099","9443397","","2-s2.0-0031964099","1998-01-15","Transforming growth factor α is a target for the von Hippel-Lindau tumor suppressor"
"0024459119","2810532","","2-s2.0-0024459119","1989-01-01","Epidermal growth factor receptor gene expression in normal human kidney and renal cell carcinoma"
"0037106374","12228212","10.1200/JCO.2002.01.033","2-s2.0-0037106374","2002-09-15","Mechanisms and future directions for angiogenesis-based cancer therapies"
"0036668668","12181250","10.1093/annonc/mdf195","2-s2.0-0036668668","2002-08-01","Neovastat (Æ-941) in refractory renal cell carcinoma patients: Report of a phase II trial with two dose levels"
"0037352170","12646949","10.1038/sj.leu.2402824","2-s2.0-0037352170","2003-03-01","Involvement of PI3K/Akt pathway in cell cycle progression, apoptosis, and neoplastic transformation: A target for cancer chemotherapy"
"1142287363","14748658","","2-s2.0-1142287363","2004-02-01","Targeted therapies in oncology: In the crosshairs or at the crossroads?"
"0035135929","11152757","","2-s2.0-0035135929","2001-02-06","Small GTP-binding proteins"
"0035787526","11237210","10.1210/rp.56.1.127","2-s2.0-0035787526","2001-01-01","Ras activation of the Raf kinase: Tyrosine kinase recruitment of the MAP kinase cascade"
"4644239244","15448035","10.1158/1078-0432.CCR-050008","2-s2.0-4644239244","2004-09-15","Mammalian target of rapamycin inhibition"
"7944223834","15365568","10.1038/sj.bjc.6602162","2-s2.0-7944223834","2004-10-18","Targeting the mammalian target of rapamycin (mTOR): A new approach to treating cancer"
"0842304369","14770419","10.1002/cncr.20026","2-s2.0-0842304369","2004-02-15","Mammalian Target of Rapamycin Inhibition As Therapy for Hematologic Malignancies"
"4644289313","15374980","10.1158/0008-5472.CAN-04-1168","2-s2.0-4644289313","2004-09-15","A unique structure for epidermal growth factor receptor bound to GW572016 (Lapatinib): Relationships among protein conformation, inhibitor off-rate, and receptor activity in tumor cells"
"2942592008","15163842","10.1634/theoncologist.9-suppl_3-10","2-s2.0-2942592008","2004-06-22","Dual kinase inhibition in the treatment of breast cancer: Initial experience with the EGFR/ErbB-2 inhibitor lapatinib"
"0036436060","12401680","","2-s2.0-0036436060","2002-12-02","Novel endpoints and design of early clinical trials"
"0033818149","10977847","","2-s2.0-0033818149","2000-09-25","ABC of breast diseases: Breast cancer - Epidemiology, risk factors, and genetics"
"0037102997","12209713","10.1002/cncr.10742","2-s2.0-0037102997","2002-08-15","Predicting the survival of patients with breast carcinoma using tumor size"
"19344364880","15894097","10.1016/S0140-6736(05)66544-0","2-s2.0-19344364880","2005-05-14","Effects of chemotherapy and hormonal therapy for early breast cancer on recurrence and 15-year survival: An overview of the randomised trials"
"13244268450","15649903","10.1136/bmj.38314.622095.8F","2-s2.0-13244268450","2005-01-29","30 Years' follow up of randomised studies of adjuvant CMF in operable breast cancer: Cohort study"
"0028909867","7877646","10.1056/NEJM199504063321401","2-s2.0-0028909867","1995-04-06","Adjuvant cyclophosphamide, methotrexate, and fluorouracil in node-positive breast cancer: The results of 20 years of follow-up"
"0026354712","1683908","10.1093/jnci/83.24.1797","2-s2.0-0026354712","1991-12-18","Phase II trial of taxol, an active drug in the treatment of metastatic breast cancer"
"21844458437","15957963","10.1517/14656566.6.7.1073","2-s2.0-21844458437","2005-06-01","The role of taxanes in the treatment of breast cancer"
"0037445132","12637460","10.1200/JCO.2003.02.063","2-s2.0-0037445132","2003-03-15","Improved outcomes from adding sequential paclitaxel but not from escalating doxorubicin dose in an adjuvant chemotherapy regimen for patients with node-positive primary breast cancer"
"20544434991","15897552","10.1200/JCO.2005.10.517","2-s2.0-20544434991","2005-12-01","Paclitaxel after doxorubicin plus cyclophosphamide as adjuvant chemotherapy for node-positive breast cancer: Results from NSABP B-28"
"0037687355","12668651","10.1200/JCO.2003.09.081","2-s2.0-0037687355","2003-04-15","Randomized trial of dose-dense versus conventionally scheduled and sequential versus concurrent combination chemotherapy as postoperative adjuvant treatment of node-positive primary breast cancer: First report of Intergroup Trial C9741/Cancer and Leukemia Group B Trial 9741"
"21144435932","15930421","10.1056/NEJMoa043681","2-s2.0-21144435932","2005-06-02","Adjuvant docetaxel for node-positive breast cancer"
"0036814469","","","2-s2.0-0036814469","2002-01-01","HER2-positive breast cancer: Update on breast cancer International research group trials"
"0041703019","12844327","10.2165/00003088-200342070-00005","2-s2.0-0041703019","2003-08-12","Pharmacological effects of formulation vehicles: Implications for cancer chemotherapy"
"27644562207","16000582","10.1158/1078-0432.CCR-05-0298","2-s2.0-27644562207","2005-07-01","Association of paclitaxel pharmacokinetics with the development of peripheral neuropathy in patients with advanced cancer"
"25144494618","15917657","","2-s2.0-25144494618","2005-05-01","Comparative in vitro properties and clinical pharmacokinetics of paclitaxel following the administration of taxol® and paxene®"
"0036096946","12006516","","2-s2.0-0036096946","2002-01-01","Phase I and pharmacokinetic study of ABI-007, a Cremophor-free, protein-stabilized, nanoparticle formulation of paclitaxel"
"20344370984","15930349","10.1158/1078-0432.CCR-04-2291","2-s2.0-20344370984","2005-06-01","Comparative preclinical and clinical pharmacokinetics of a Cremophor-free, nanoparticle albumin-bound paclitaxel (ABI-007) and paclitaxel formulated in cremophor (Taxol)"
"0034895987","11350914","","2-s2.0-0034895987","2001-08-15","BMS-247550: A novel epothilone analog with a mode of action similar to paclitaxel but possessing superior antitumor efficacy"
"0037081329","11809697","","2-s2.0-0037081329","2002-01-15","Epothilone B analogue (BMS-247550)-mediated cytotoxicity through induction of Bax conformational change in human breast cancer cells"
"0038811741","12721265","10.1200/JCO.2003.03.063","2-s2.0-0038811741","2003-05-01","Phase I trial and pharmacokinetic study of BMS-247550, an epothilone B analog, administered intravenously on a daily schedule for five days"
"12144285977","14977827","10.1158/1078-0432.CCR-0919-03","2-s2.0-12144285977","2004-02-15","Phase I Clinical and Pharmacokinetic Study of BMS-247550, a Novel Derivative of Epothilone B, in Solid Tumors"
"20244376916","15800893","10.1002/cncr.20977","2-s2.0-20244376916","2005-05-01","A phase I clinical trial of ixabepilone (BMS-247550), an epothilone B analog, administered intravenously on a daily schedule for 3 days"
"21044441003","15837987","10.1200/JCO.2005.10.024","2-s2.0-21044441003","2005-04-20","Phase II clinical trial of ixabepilone (BMS-247550), an epothilone B analog, in metastatic and locally advanced breast cancer"
"0034062934","10722500","10.1128/AAC.44.4.978-984.2000","2-s2.0-0034062934","2000-04-01","Pharmacokinetic interaction between amprenavir and clarithromycin in healthy male volunteers"
"13944250702","15735612","10.1016/j.clpt.2004.10.002","2-s2.0-13944250702","2005-03-01","Inhibition of human intestinal wall metabolism by macrolide antibiotics: Effect of clarithromycin on cytochrome P450 3A4/5 activity and expression"
"33644831567","16301595","10.1200/JCO.2005.03.0981","2-s2.0-33644831567","2005-12-01","Phase I dose-finding study of weekly single-agent patupilone in patients with advanced solid tumors"
"0029653758","7491141","10.1056/NEJM199512283332608","2-s2.0-0029653758","1995-12-28","Clinical applications of research on angiogenesis"
"3242806189","14689586","10.1002/jcb.10772","2-s2.0-3242806189","2004-01-01","Angiogenesis and prostate cancer tumor growth"
"0027751890","8167412","","2-s2.0-0027751890","1993-12-01","The vascular endothelial growth factor (VEGF) isoforms: Differential deposition into the subepithelial extracellular matrix and bioactivity of extracellular matrix-bound VEGF"
"0017842951","626933","10.1002/1097-0142(197801)41:1&lt;239::AID-CNCR2820410133&gt;3.0.CO;2-X","2-s2.0-0017842951","1978-01-01","Angiogenesis as a marker of preneoplastic lesions of the human breast"
"0029935566","8616842","","2-s2.0-0029935566","1996-05-01","Expression of vascular endothelial growth factor, its receptor, and other angiogenic factors in human breast cancer"
"0028861231","7821921","10.1016/0046-8177(95)90119-1","2-s2.0-0028861231","1995-01-01","Expression of vascular permeability factor (vascular endothelial growth factor) and its receptors in breast cancer"
"0032897455","10360672","10.1038/sj.bjc.6690438","2-s2.0-0032897455","1999-05-17","Production of VEGF and expression of the VEGF receptors Flt-1 and KDR in primary cultures of epithelial and stromal cells derived from breast tumours"
"0032758072","10551327","","2-s2.0-0032758072","1999-09-01","Expression of vascular endothelial growth factor (VEGF) family members in breast cancer"
"6444221837","15503825","","2-s2.0-6444221837","2004-07-01","Circulating levels of VEGF-A, VEGF-D and soluble VEGF-A receptor (sFlt-1) in human breast cancer"
"0034000338","10804090","","2-s2.0-0034000338","2000-05-09","Prognostic value of vascular endothelial growth factor in breast cancer"
"0035170092","11150912","10.1159/000055300","2-s2.0-0035170092","2001-01-17","Thrombospondin-1 and -2 in node-negative breast cancer: Correlation with angiogenic factors, p53, cathepsin D, hormone receptors and prognosis"
"0346244031","14703061","10.1023/B:BREA.0000004357.92232.cb","2-s2.0-0346244031","2003-12-01","Tumor specific VEGF-A and VEGFR2/KDR protein are co-expressed in breast cancer"
"3042643346","15187215","10.1345/aph.1D470","2-s2.0-3042643346","2004-07-01","Bevacizumab: An angiogenesis inhibitor with efficacy in colorectal and other malignancies"
"0035253739","11157038","","2-s2.0-0035253739","2001-02-01","Phase I safety and pharmacokinetic study of recombinant human anti-vascular endothelial growth factor in patients with advanced cancer"
"11344289555","15648955","","2-s2.0-11344289555","2004-12-01","SU-11248 Sugen"
"78650874372","","","2-s2.0-78650874372","2003-05-01","SU11248 inhibits KIT and platelet-derived growth factor receptor β in preclinical models of human small cell lung cancer"
"3242880503","15264437","","2-s2.0-3242880503","2004-06-01","Technology evaluation: Pertuzumab, Roche/Genentech/Chugai"
"1942474587","15059883","10.1158/0008-5472.CAN-03-3856","2-s2.0-1942474587","2004-04-01","The HER-2-Targeting Antibodies Trastuzumab and Pertuzumab Synergistically Inhibit the Survival of Breast Cancer Cells"
"11244257032","15665275","","2-s2.0-11244257032","2005-01-01","The dual ErbB1/ErbB2 inhibitor, lapatinib (GW572016), cooperates with tamoxifen to inhibit both cell proliferation- and estrogen-dependent gene expression in antiestrogen-resistant breast cancer"
"0023279839","2884496","10.1016/S0140-6736(87)90593-9","2-s2.0-0023279839","1987-06-20","EPIDERMAL-GROWTH-FACTOR RECEPTOR STATUS AS PREDICTOR OF EARLY RECURRENCE OF AND DEATH FROM BREAST CANCER"
"2442701289","15158434","10.1016/j.bbrc.2004.04.150","2-s2.0-2442701289","2004-06-18","The ErbB/HER receptor protein-tyrosine kinases and cancer"
"23944464495","15939921","10.1200/JCO.2005.08.326","2-s2.0-23944464495","2005-12-01","Phase II and tumor pharmacodynamic study of gefitinib in patients with advanced breast cancer"
"22344446415","16033851","10.1158/1078-0432.CCR-04-2402","2-s2.0-22344446415","2005-07-15","Dual inhibition of mTOR and estrogen receptor signaling in vitro induces cell death in models of breast cancer"
"0034746371","11180038","10.1067/mcp.2001.112969","2-s2.0-0034746371","2001-02-10","Longtitudinal assessment of everolimus in de novo renal transplant recipients over the first post-transplant year: Pharmacokinetics, exposure-response relationships, and influence on cyclosporine"
"23944439945","15955899","10.1200/JCO.2005.66.130","2-s2.0-23944439945","2005-12-01","Phase II study of temsirolimus (CCI-779), a novel inhibitor of mTOR, in heavily pretreated patients with locally advanced or metastatic breast cancer"
"24744465206","16006564","10.1074/jbc.M503763200","2-s2.0-24744465206","2005-09-02","The farnesyl transferase inhibitor (FTI) SCH66336 (lonafarnib) inhibits Rheb farnesylation and mTOR signaling: Role in FTI enhancement of taxane and tamoxifen anti-tumor activity"
"20944437248","15867388","10.1158/0008-5472.CAN-04-3757","2-s2.0-20944437248","2005-05-01","The synergistic combination of the farnesyl transferase inhibitor lonafarnib and paclitaxel enhances tubulin acetylation and requires a functional tubulin deacetylase"
"0037367224","12611458","10.1023/A:1022105511409","2-s2.0-0037367224","2003-03-01","Tamoxifen and the farnesyl transferase inhibitor FTI-277 synergize to inhibit growth in estrogen receptor-positive breast tumor cell lines"
"0036605562","12039935","10.1200/JCO.2002.09.116","2-s2.0-0036605562","2002-06-01","Phase I clinical and pharmacologic study of chronic oral administration of the farnesyl protein transferase inhibitor R115777 in advanced cancer"
"19944434195","15709195","","2-s2.0-19944434195","2005-02-01","A phase I trial and pharmacokinetic study of tipifarnib, a farnesyltransferase inhibitor, and tamoxifen in metastatic breast cancer"
"0038352147","12829668","10.1200/JCO.2003.10.064","2-s2.0-0038352147","2003-07-01","Phase II study of the efficacy and tolerability of two dosing regimens of the farnesyl transferase inhibitor, R115777, in advanced breast cancer"
"32044466838","16341064","10.1038/nrd1902","2-s2.0-32044466838","2005-12-01","Exploiting the PI3K/AKT pathway for cancer drug discovery"
"21344453004","15890408","10.1016/j.pharmthera.2005.02.005","2-s2.0-21344453004","2005-08-01","Pharmacogenetics for individualized cancer chemotherapy"
"0026395163","1791831","10.1210/mend-5-12-1806","2-s2.0-0026395163","1991-01-01","The vascular endothelial growth factor family: Identification of a fourth molecular species and characterization of alternative splicing of rna"
"0025999033","1711045","","2-s2.0-0025999033","1991-12-01","The Human gene for vascular endothelial growth factor multiple protein forms are encoded through alternative exon splicing"
"0032852528","10494799","10.1007/s001099900019","2-s2.0-0032852528","1999-09-20","Molecular and biological properties of vascular endothelial growth factor"
"0025259592","2158038","","2-s2.0-0025259592","1990-04-01","Nucleotide sequence and expression of a novel human receptor-type tyrosine kinase gene (flt) closely related to the fms family"
"0025998533","1717995","","2-s2.0-0025998533","1991-10-15","A receptor tyrosine kinase cDNA isolated from a population of enriched primitive hematopoietic cells and exhibiting close genetic linkage to c-kit"
"0033846016","10793061","","2-s2.0-0033846016","2000-09-04","Vascular endothelial growth factor receptor-3 in lymphangiogenesis in wound healing"
"0035114105","11221852","","2-s2.0-0035114105","2001-02-01","Involvement of Flt-1 tyrosine kinase (vascular endothelial growth factor receptor-1) in pathological angiogenesis"
"20944441857","15735759","10.1038/sj.onc.1208246","2-s2.0-20944441857","2005-04-14","Expression and function of vascular endothelial growth factor receptor-1 on human colorectal cancer cells"
"0035920244","11350975","10.1074/jbc.M103213200","2-s2.0-0035920244","2001-07-20","Vascular Permeability Factor (VPF)/Vascular Endothelial Growth Factor (VEGF) Receptor-1 Down-modulates VPF/VEGF Receptor-2-mediated Endothelial Cell Proliferation, but Not Migration, through Phosphatidylinositol 3-Kinase-dependent Pathways"
"0027466849","7681362","10.1016/0092-8674(93)90573-9","2-s2.0-0027466849","1993-03-26","High affinity VEGF binding and developmental expression suggest Flk-1 as a major regulator of vasculogenesis and angiogenesis"
"0028938746","7724599","","2-s2.0-0028938746","1995-01-01","Expression of the fms-like tyrosine kinase 4 gene becomes restricted to lymphatic endothelium during development"
"17744390184","11179212","10.1093/emboj/20.4.672","2-s2.0-17744390184","2001-02-15","Vascular endothelial growth factor-C-mediated lymphangiogenesis promotes tumour metastasis"
"0035126049","11175849","10.1038/84635","2-s2.0-0035126049","2001-02-22","VEGF-D promotes the metastatic spread of tumor cells via the lymphatics"
"20944441692","15705616","10.1093/annonc/mdi118","2-s2.0-20944441692","2005-04-01","Soluble markers for the assessment of biological activity with PTK787/ZK 222584 (PTK/ZK), a vascular endothelial growth factor receptor (VEGFR) tyrosine kinase inhibitor in patients with advanced colorectal cancer from two phase I trials"
"0036359548","11902584","","2-s2.0-0036359548","2002-01-01","Hypoxia - A key regulatory factor in tumour growth"
"0035866771","11289107","","2-s2.0-0035866771","2001-03-15","Inhibition of vascular endothelial growth factor receptor signaling leads to reversal of tumor resistance to radiotherapy"
"0036718003","12231519","","2-s2.0-0036718003","2002-01-01","Results of a phase I dose-escalating study of the antiangiogenic agent, SU5416, in patients with advanced malignancies"
"0038443099","12906317","10.1023/A:1024532022166","2-s2.0-0038443099","2002-12-01","Anti-angiogenic therapy: Rationale, challenges and clinical studies"
"0037087585","11896117","10.1200/JCO.20.6.1657","2-s2.0-0037087585","2002-03-15","Dose-finding and pharmacokinetic study of cisplatin, gemcitabine, and SU5416 in patients with solid tumors"
"24344465796","16144927","10.1158/1078-0432.CCR-04-2466","2-s2.0-24344465796","2005-09-01","Dose-finding study of the multitargeted tyrosine kinase inhibitor SU6668 in patients with advanced malignancies"
"10244266374","15292716","10.1023/B:DRUG.0000036688.96453.8d","2-s2.0-10244266374","2004-11-01","A phase I surrogate endpoint study of SU6668 in patients with solid tumors"
"20944433324","15867367","10.1158/0008-5472.CAN-04-3700","2-s2.0-20944433324","2005-05-01","Dual inhibition of epidermal growth factor receptor and vascular endothelial growth factor receptor phosphorylation by AEE788 reduces growth and metastasis of human colon carcinoma in an orthotopic nude mouse model"
"20544478429","15738537","10.1200/JCO.2005.05.112","2-s2.0-20544478429","2005-12-01","Addition of bevacizumab to bolus fluorouracil and leucovorin in first-line metastatic colorectal cancer: Results of a randomized phase II trial"
"27744534956","15895392","10.1002/jcp.20402","2-s2.0-27744534956","2005-12-01","Trying to compose the puzzle with all the pieces: Epidermal growth factor receptor tyrosine kinase inhibitors in non-small cell lung cancer"
"33645449812","16446323","10.1200/JCO.2005.02.0503","2-s2.0-33645449812","2006-03-20","Mechanisms of hypertension associated with BAY 43-9006"
"0033920380","10913809","10.1016/S0197-2456(00)00058-1","2-s2.0-0033920380","2000-08-01","Phase II clinical trial design for noncytotoxic anticancer agents for which time to disease progression is the primary endpoint"
"0027227921","8263581","10.1016/0895-4356(93)90163-U","2-s2.0-0027227921","1993-01-01","Randomized discontinuation trials: Utility and efficiency"
"24644438754","15983399","10.1200/JCO.2005.02.520","2-s2.0-24644438754","2005-12-01","Evaluation of randomized discontinuation design"
"0035893766","11751374","","2-s2.0-0035893766","2001-12-15","Gastrointestinal stromal tumors with KIT mutations exhibit a remarkably homogeneous gene expression profile"
"0037070754","11965276","10.1016/S0140-6736(02)08270-3","2-s2.0-0037070754","2002-04-13","Molecular characterisation of soft tissue tumours: A gene expression study"
"0042345041","12875988","","2-s2.0-0042345041","2003-08-01","Classification and subtype prediction of adult soft tissue sarcoma by functional genomics"
"0035044154","11296107","","2-s2.0-0035044154","2001-04-30","The effect of surgery and grade on outcome of gastrointestinal stromal tumors"
"0037106370","12228211","10.1200/JCO.2002.03.095","2-s2.0-0037106370","2002-09-15","Prognostic value of KIT mutation type, mitotic activity, and histologic subtype in gastrointestinal stromal tumors"
"0037263582","12673425","10.1007/s101200300005","2-s2.0-0037263582","2003-04-30","Clinicopathologic study of primary malignant gastrointestinal stromal tumor of the stomach, with special reference to prognostic factors: Analysis of results in 140 surgically resected patients"
"0037342143","12594669","10.1002/bjs.4046","2-s2.0-0037342143","2003-03-01","Prognostic factors influencing surgical management and outcome of gastrointestinal stromal tumours"
"0347361543","14699510","10.1053/j.gastro.2003.10.079","2-s2.0-0347361543","2004-01-01","PDGFRA Germline Mutation in a Family with Multiple Cases of Gastrointestinal Stromal Tumor"
