"PubSID","SID","Name","City","Country","URL"
"0029851095","60023691","University of California, San Francisco","San Francisco","United States",""
"0032774414","60023691","University of California, San Francisco","San Francisco","United States",""
"0032055163","60003625","Fred Hutchinson Cancer Research Center","Seattle","United States",""
"0030671039","101162170","Level 9 Garvan Institute","Sydney","Australia",""
"0030671039","60009968","Novartis International AG","Basel","Switzerland",""
"0030671039","60025702","St. Vincent's Hospital Sydney","Sydney","Australia",""
"0344141613","101573069","Medizinische Klinik I","Dresden","Germany",""
"0344141613","101751019","AnylytiConAG","Berlin","Germany",""
"0344141613","60004776","Deutsche Klinik fur Diagnostik","Wiesbaden","Germany",""
"0344141613","60025676","Dresden University Faculty of Medicine and University Hospital Carl Gustav Carus","Dresden","Germany",""
"0032832979","60006433","Johns Hopkins Medicine","Baltimore","United States",""
"0032832979","60014653","University of Maryland, Baltimore","Baltimore","United States",""
"0034102824","60005091","Azienda Sanitaria Ospedaliera Molinette San Giovanni Battista Di Torino","Torino","Italy",""
"0034102824","60012259","Universita degli Studi di Torino","Torino","Italy",""
"0034102824","60016041","IRCCS Istituto Giannina Gaslini - Ospedale Pediatrico","Genoa","Italy",""
"0034102824","60030318","Universita degli Studi di Milano","Milan","Italy",""
"0028900536","60001117","The Johns Hopkins School of Medicine","Baltimore","United States",""
"0025893168","60009982","Harvard University","Cambridge","United States",""
"0025893168","60032838","Stanford University School of Medicine","Stanford","United States",""
"0034331937","60002783","Tokyo Metropolitan Institute of Medical Science","Tokyo","Japan",""
"0034331937","60011001","Kyoto University","Kyoto","Japan",""
"0034331937","60012600","Ajinomoto Co Inc","Tokyo","Japan",""
"0034331937","60013157","Astellas Pharma Inc.","Tokyo","Japan",""
"0034331937","60025997","Keio University","Tokyo","Japan",""
"15844395463","60031742","Baylor University Medical Center at Dallas","Dallas","United States",""
"10344238083","60003625","Fred Hutchinson Cancer Research Center","Seattle","United States",""
"10544224147","60015023","University of Texas M. D. Anderson Cancer Center","Houston","United States",""
"0032884873","60009295","BCM Center for Cell and Gene Therapy","Houston","United States",""
"0032884873","60015023","University of Texas M. D. Anderson Cancer Center","Houston","United States",""
"0032105481","101488975","Wyeth-Ayerst Research","Princeton","United States",""
"0028869086","101488975","Wyeth-Ayerst Research","Princeton","United States",""
"0029418483","60005558","Mayo Clinic","Rochester","United States",""
"0345161813","60004024","Hospital Universitario 12 de Octubre","Madrid","Spain",""
"0345161813","60008905","Hopital de Rangueil","Toulouse","France",""
"0345161813","60013430","Hopital de Bicetre","Le Kremlin-Bicetre","France",""
"0345161813","60015216","Akademiska Sjukhuset","Uppsala","Sweden",""
"0345161813","60017488","Addenbrooke's Hospital","Cambridge","United Kingdom",""
"0345161813","60018139","Hopital Edouard Herriot","Lyon","France",""
"0345161813","60019295","Karolinska University Hospital","Stockholm","Sweden",""
"0345161813","60023970","Hopital Henri Mondor","Creteil","France",""
"0345161813","60026877","Hopital Necker Enfants Malades","Paris","France",""
"0345161813","60030315","Hospital Clinic Barcelona","Barcelona","Spain",""
"0345161813","60031699","Sahlgrenska Universitetssjukhuset","Molndal","Sweden",""
"0032573044","60021568","University of Texas Medical School at Houston","Houston","United States",""
"0034728055","60000540","QEII Health Sciences Centre","Halifax","Canada",""
"0344613988","60006297","University of Pennsylvania","Philadelphia","United States",""
"0344613988","60030058","Beth Israel Deaconess Medical Center","Boston","United States",""
"0034571546","60005200","Duke University School of Medicine","Durham","United States",""
"0034571546","60015615","Stanford University Medical Center","Stanford","United States",""
"10544242968","60021947","Indiana University School of Medicine Indianapolis","Indianapolis","United States",""
"10544242968","60024609","Indiana University-Purdue University Indianapolis","Indianapolis","United States",""
"0033561405","60001413","Genzyme Corporation","Cambridge","United States",""
"0033561405","60016667","Barnes-Jewish Hospital at Washington University Medical Center","St Louis","United States",""
"0033561405","60022756","Washington University in St. Louis, School of Medicine","St Louis","United States",""
"0033931997","60010365","The University of British Columbia","Vancouver","Canada",""
"0033931997","60027009","Vancouver General Hospital","Vancouver","Canada",""
"0032996618","60017336","National Institute of Allergy and Infectious Diseases","Bethesda","United States",""
"0033083303","60014232","VA Medical Center","","United States",""
"0033083303","60019964","Providence Portland Medical Center","Portland","United States",""
"0033083303","60032702","OHSU School of Medicine","Portland","United States",""
"0028903939","60016782","Brigham and Women's Hospital","Boston","United States",""
"0027451441","60011480","Bristol-Myers Squibb Pharmaceutical Research Institute","Seattle","United States",""
"0027451441","60013871","University of Michigan Hospital","Ann Arbor","United States",""
"0027451441","60025778","University Michigan Ann Arbor","Ann Arbor","United States",""
"0027451441","60029278","University of Chicago","Chicago","United States",""
"12644262358","60006929","University of Wisconsin Hospital and Clinics","Madison","United States",""
"12644262358","60006989","Pfizer Inc.","New York","United States",""
"12644262358","60029337","Biogen, Inc.","Cambridge","United States",""
"12644262358","60032651","Naval Medical Research Institute, Bethesda","Bethesda","United States",""
"0033519661","60002746","Harvard Medical School","Boston","United States",""
"0033519661","60014334","Dana-Farber Cancer Institute","Boston","United States",""
"0032996025","60003372","Naval Medical Research Center","Silver Spring","United States",""
"0032996025","60006130","Walter Reed National Military Medical Center","Bethesda MD","United States",""
"0032996025","60025553","University of Wisconsin School of Medicine and Public Health","Madison","United States",""
"0032996025","60029337","Biogen, Inc.","Cambridge","United States",""
"0032146529","60007267","Geisel School of Medicine at Dartmouth","Hanover","United States",""
"0032146529","60010651","Fairview Health Service","Minneapolis","United States",""
"0032146529","60022372","University of Minnesota Cancer Center","Minneapolis","United States",""
"0032219621","101641068","Pfizer Central Research","Groton","United States",""
"0032219621","60015841","Tanox Biosystems, Inc.","Houston","United States",""
"0032219621","60021191","Georgetown University Medical Center","Washington","United States",""
"0032219621","60029337","Biogen, Inc.","Cambridge","United States",""
"0032219621","60032083","University at Buffalo, State University of New York","Buffalo","United States",""
"0034043418","60012662","UCL Institute of Child Health","London","United Kingdom",""
"0034043418","60022148","UCL","London","United Kingdom",""
"0029065035","100318973","Cancer Chemotherapy Center","Tokyo","Japan",""
"0029065035","60011297","Saitama Cancer Center","Kitaadachi District","Japan",""
"0029065035","60013010","National Nagoya Hospital","Nagoya","Japan",""
"0029065035","60014956","Center for Adult Diseases, Osaka","Osaka","Japan",""
"0029065035","60017933","University of Fukui Faculty of Medical Sciences","Yoshida District","Japan",""
"0029065035","60018600","Nippon Medical School","Tokyo","Japan",""
"0029065035","60019048","Miyazaki Kenritsu Hospital","Miyazaki","Japan",""
"0029065035","60020492","Nagoya University School of Medicine","Nagoya","Japan",""
"0029065035","60022154","Okayama University Medical School","Okayama","Japan",""
"0029065035","60024210","Chiba Cancer Center Hospital","Chiba","Japan",""
"0029065035","60024818","Nagoya University Hospital","Nagoya","Japan",""
"0029065035","60028476","Aichi Cancer Center Hospital and Research Institute","Nagoya","Japan",""
"0029065035","60028949","Hokkaido University School of Medicine","Sapporo","Japan",""
"0028831347","60069764","Laboratoires Fournier S.A.","Chenove","France",""
"0030463216","60069764","Laboratoires Fournier S.A.","Chenove","France",""
"0032989225","60069764","Laboratoires Fournier S.A.","Chenove","France",""
"0032878696","100338305","Bouvé College of Health Sciences","Boston","United States",""
"0032878696","60015849","Tufts University School of Medicine","Boston","United States",""
"0032878696","60028628","Northeastern University","Boston","United States",""
"0033571215","117724067","Novartis Pharmaceuticals","East Hanover","United States",""
"0033571215","60009968","Novartis International AG","Basel","Switzerland",""
"0033571215","60016733","Oregon Health and Science University","Portland","United States",""
"0033571215","60023222","Medical University of South Carolina","Charleston","United States",""
"0033571215","60024399","Medical College of Georgia","Augusta","United States",""
"0033571215","60027512","University of Texas Health Science Center at Houston","Houston","United States",""
"0033048519","60009367","Wolters Kluwer Health - Adis","Auckland","New Zealand",""
"0027512830","60026877","Hopital Necker Enfants Malades","Paris","France",""
"0025890101","60003625","Fred Hutchinson Cancer Research Center","Seattle","United States",""
"0029052071","60000905","Inserm","Paris","France",""
"0029052071","60003434","Hopital Haut-Leveque C.H.U de Bordeaux","Pessac","France",""
"0029052071","60015622","Hopital Pitie Salpetriere","Paris","France",""
"0029052071","60018139","Hopital Edouard Herriot","Lyon","France",""
"0029052071","60028690","Institut Paoli-Calmettes","Marseille","France",""
"0033964862","60009295","BCM Center for Cell and Gene Therapy","Houston","United States",""
"0003212283","60015043","Universidade Federal do Parana","Curitiba","Brazil",""
"0033916538","60006433","Johns Hopkins Medicine","Baltimore","United States",""
"0033642532","101539253","Cottage Hospital","Santa Barbara","United States",""
"0033642532","60000928","Emory University","Atlanta","United States",""
"0033642532","60001241","University of Arkansas at Little Rock","Little Rock","United States",""
"0033642532","60001647","Children's Hospital of Iowa","Iowa City","United States",""
"0033642532","60002507","All Children's Hospital St. Petersburg","St Petersburg","United States",""
"0033642532","60007977","Albany Medical College","Albany","United States",""
"0033642532","60010365","The University of British Columbia","Vancouver","Canada",""
"0033642532","60015023","University of Texas M. D. Anderson Cancer Center","Houston","United States",""
"0033642532","60019229","Children's Mercy Hospitals and Clinics","Kansas City","United States",""
"0033642532","60020304","University of Maryland","College Park","United States",""
"0033642532","60023927","Georgetown University","Washington","United States",""
"0033642532","60025152","University of Cincinnati","Cincinnati","United States",""
"0033642532","60026415","Stony Brook University","Stony Brook","United States",""
"0005984244","60022148","UCL","London","United Kingdom",""
"0014661390","105258426","A. R. C. Institute of Animal Physiology","","",""
"0014661390","60003637","Searle Res. Lab.","High Wycombe","United Kingdom",""
"0014661390","60031101","University of Cambridge","Cambridge","United Kingdom",""
"0018186018","60017488","Addenbrooke's Hospital","Cambridge","United Kingdom",""
"0018186018","60031101","University of Cambridge","Cambridge","United Kingdom",""
"0028243287","60031101","University of Cambridge","Cambridge","United Kingdom",""
"0032490341","60017488","Addenbrooke's Hospital","Cambridge","United Kingdom",""
"0021269293","60026877","Hopital Necker Enfants Malades","Paris","France",""
"0032525243","60002717","Bristol-Myers Squibb","New York","United States",""
"0032525243","60003158","National Institute of Mental Health","Bethesda","United States",""
"0032525243","60008438","National Institute of Diabetes and Digestive and Kidney Diseases","Bethesda","United States",""
"0032525243","60027086","University of Alabama at Birmingham","Birmingham","United States",""
"0028800590","60031101","University of Cambridge","Cambridge","United Kingdom",""
"0028560026","60009963","Hopitaux universitaires de Geneve","Geneve","Switzerland",""
"23444459237","60006564","Rigshospitalet","Copenhagen","Denmark",""
"17044453983","60003158","National Institute of Mental Health","Bethesda","United States",""
"17044453983","60006929","University of Wisconsin Hospital and Clinics","Madison","United States",""
"17044453983","60032179","University of Wisconsin Madison","Madison","United States",""
"0030915659","60016782","Brigham and Women's Hospital","Boston","United States",""
"0025855941","60006455","University of Iowa Hospitals &amp;amp; Clinics","Iowa City","United States",""
"0025855941","60016782","Brigham and Women's Hospital","Boston","United States",""
"0033608550","60003158","National Institute of Mental Health","Bethesda","United States",""
"0033608550","60027086","University of Alabama at Birmingham","Birmingham","United States",""
"0033608550","60029251","University of Miami","Coral Gables","United States",""
"0017252462","60027272","University of Edinburgh","Edinburgh","United Kingdom",""
"0028046109","100423743","Royal Air Force","Aylesbury","United Kingdom",""
"0028046109","60001293","Armed Forces Institute of Pathology","Washington","United States",""
"0028908814","60032333","Thomas Jefferson University Hospital","Philadelphia","United States",""
"0031947592","60016437","Goteborgs Universitet","Goteborg","Sweden",""
"0031947592","60031699","Sahlgrenska Universitetssjukhuset","Molndal","Sweden",""
"0031857113","60001293","Armed Forces Institute of Pathology","Washington","United States",""
"0031857113","60003237","University of Helsinki Haartman Institute","Helsinki","Finland",""
"0031857113","60032420","Jefferson Medical College","Philadelphia","United States",""
"0032935024","60031828","McMaster University","Hamilton","Canada",""
"0035142836","60001293","Armed Forces Institute of Pathology","Washington","United States",""
"0035085055","60013829","Osaka University Faculty of Medicine","Suita","Japan",""
"0029947186","60016733","Oregon Health and Science University","Portland","United States",""
"0029947186","60019473","Ciba Specialty Chemicals","Basel","Switzerland",""
"0032952928","60009434","European Organisation for Research and Treatment of Cancer","Brussels","Belgium",""
"0034666327","60010023","University of Groningen","Groningen","Netherlands",""
"0035810148","117724067","Novartis Pharmaceuticals","East Hanover","United States",""
"0035810148","60002746","Harvard Medical School","Boston","United States",""
"0035810148","60003237","University of Helsinki Haartman Institute","Helsinki","Finland",""
"0035810148","60009968","Novartis International AG","Basel","Switzerland",""
"0035810148","60016733","Oregon Health and Science University","Portland","United States",""
"0035810148","60016987","Helsinki University Central Hospital","Helsinki","Finland",""
"0035810148","60022195","Massachusetts Institute of Technology","Cambridge","United States",""
"0035810148","60025765","Turun Yliopistollinen Keskussairaala","Abo","Finland",""
"0035960428","117724067","Novartis Pharmaceuticals","East Hanover","United States",""
"0035960428","60009434","European Organisation for Research and Treatment of Cancer","Brussels","Belgium",""
"0035960428","60009968","Novartis International AG","Basel","Switzerland",""
"0035960428","60023882","Arhus Universitetshospital","Arhus","Denmark",""
"0035960428","60027057","Royal Marsden Hospital, London","London","United Kingdom",""
"0035960428","60031069","KU Leuven– University Hospital Leuven","3000 Leuven","Belgium",""
"0035960428","60032114","Erasmus University Medical Center","Rotterdam","Netherlands",""
"0035051044","60006583","Fondazione IRCCS Istituto Nazionale dei Tumori, Milan","Milan","Italy",""
"0035051044","60012306","Universita degli Studi di Milano - Bicocca","Milan","Italy",""
"0035051044","60014378","Azienda Ospedaliera San Gerardo Monza","Monza","Italy",""
"0034665903","60004803","H. Lee Moffitt Cancer Center and Research Institute","Tampa","United States",""
"0034330931","60016733","Oregon Health and Science University","Portland","United States",""
"0035313251","60080651","Tochigi Cancer Center","Utsunomiya","Japan",""
"0034210577","60002746","Harvard Medical School","Boston","United States",""
"0034210577","60014334","Dana-Farber Cancer Institute","Boston","United States",""
"0034161460","60006583","Fondazione IRCCS Istituto Nazionale dei Tumori, Milan","Milan","Italy",""
"0028890359","60001293","Armed Forces Institute of Pathology","Washington","United States",""
"0028890359","60030398","Temple University","Philadelphia","United States",""
"0034015511","60016782","Brigham and Women's Hospital","Boston","United States",""
"0033883060","60002746","Harvard Medical School","Boston","United States",""
"0033883060","60014334","Dana-Farber Cancer Institute","Boston","United States",""
"0033883060","60016782","Brigham and Women's Hospital","Boston","United States",""
"0034956005","60001293","Armed Forces Institute of Pathology","Washington","United States",""
"0034956005","60013409","National Cancer Institute","Bethesda","United States",""
"0032421213","60016782","Brigham and Women's Hospital","Boston","United States",""
"0032421213","60028724","Institut Jules Bordet","Brussels","Belgium",""
"0032884854","60001293","Armed Forces Institute of Pathology","Washington","United States",""
"0020514752","60022756","Washington University in St. Louis, School of Medicine","St Louis","United States",""
"0021344548","60001865","Universidade Federal Fluminense","Niteroi","Brazil",""
"0021344548","60027086","University of Alabama at Birmingham","Birmingham","United States",""
"0021344548","60105917","Birmingham VA Medical Center","Birmingham","United States",""
"0027163784","60009343","Memorial Sloan-Kettering Cancer Center","New York","United States",""
"0025761860","60005518","Guy's and St Thomas' NHS Foundation Trust","London","United Kingdom",""
"0034933716","60001293","Armed Forces Institute of Pathology","Washington","United States",""
"0034933716","60014232","VA Medical Center","","United States",""
"0034933716","60015859","Ochsner Medical Center - New Orleans","New Orleans","United States",""
"0034933716","60024399","Medical College of Georgia","Augusta","United States",""
"0036319991","60016782","Brigham and Women's Hospital","Boston","United States",""
"0026543765","60030931","University of Oklahoma","Norman","United States",""
"0033793213","60001293","Armed Forces Institute of Pathology","Washington","United States",""
"0033793213","60003237","University of Helsinki Haartman Institute","Helsinki","Finland",""
"0032862462","60001293","Armed Forces Institute of Pathology","Washington","United States",""
"0032862462","60002952","Helsingin Yliopisto","Helsinki","Finland",""
"0032862462","60032420","Jefferson Medical College","Philadelphia","United States",""
"0034109008","60013959","University of Florida","Gainesville","United States",""
"0034109008","60021160","Cleveland Clinic Foundation","Cleveland","United States",""
"0034109008","60025315","Rollins School of Public Health","Atlanta","United States",""
"0034109008","60025545","Emory University Hospital","Atlanta","United States",""
"0033779686","60014739","UT Southwestern Medical School","Dallas","United States",""
"0033779686","60021848","American British Cowdray Medical Center","","Mexico",""
"0034131225","60001293","Armed Forces Institute of Pathology","Washington","United States",""
"0034131225","60032420","Jefferson Medical College","Philadelphia","United States",""
"0032955439","60001293","Armed Forces Institute of Pathology","Washington","United States",""
"0028890856","60013871","University of Michigan Hospital","Ann Arbor","United States",""
"0030995906","60013871","University of Michigan Hospital","Ann Arbor","United States",""
"0032796637","60013871","University of Michigan Hospital","Ann Arbor","United States",""
"0032796637","60021160","Cleveland Clinic Foundation","Cleveland","United States",""
"0032798392","60013871","University of Michigan Hospital","Ann Arbor","United States",""
"0032798392","60021160","Cleveland Clinic Foundation","Cleveland","United States",""
"0033974638","60001293","Armed Forces Institute of Pathology","Washington","United States",""
"0017336883","60015615","Stanford University Medical Center","Stanford","United States",""
"0022361302","60015023","University of Texas M. D. Anderson Cancer Center","Houston","United States",""
"0033984319","60009343","Memorial Sloan-Kettering Cancer Center","New York","United States",""
"0028795581","60028101","Penrose Hospital","Colorado Springs","United States",""
"0034956385","60008877","University of Dundee","Dundee","United Kingdom",""
"0029804116","60008877","University of Dundee","Dundee","United Kingdom",""
"0029804116","60014441","Friedrich Miescher Institute for Biomedical Research","Basel","Switzerland",""
"0030590875","60008877","University of Dundee","Dundee","United Kingdom",""
"0030590875","60014441","Friedrich Miescher Institute for Biomedical Research","Basel","Switzerland",""
"12644301164","100325867","Inst. of Cell and Molecular Biology","Edinburgh","United Kingdom",""
"12644301164","60008877","University of Dundee","Dundee","United Kingdom",""
"12644301164","60010337","Institute of Cancer Research London","London","United Kingdom",""
"12644301164","60011520","King's College London","London","United Kingdom",""
"0031127305","60008877","University of Dundee","Dundee","United Kingdom",""
"0031127305","60011520","King's College London","London","United Kingdom",""
"0031127305","60031101","University of Cambridge","Cambridge","United Kingdom",""
"0032482374","60000661","The Babraham Institute","Cambridge","United Kingdom",""
"0029942186","60011685","Uniwersytet Marii Curie-Sklodowskiej w Lublinie","Lublin","Poland",""
"0029942186","60014441","Friedrich Miescher Institute for Biomedical Research","Basel","Switzerland",""
"15644381754","60008877","University of Dundee","Dundee","United Kingdom",""
"15644381754","60014441","Friedrich Miescher Institute for Biomedical Research","Basel","Switzerland",""
"15644381754","60022368","CRBM Centre de Recherche de Biochimie Macromoleculaire","Montpellier","France",""
"0034617281","60008877","University of Dundee","Dundee","United Kingdom",""
"0033596127","60019674","Boston University","Boston","United States",""
"0031811054","116028939","Herbert Irving Compreh. Cancer Ctr","","",""
"0031811054","60000764","The Mount Sinai Medical Center","New York","United States",""
"0031811054","60025843","New York Presbyterian Hospital/Columbia University Medical Center","New York","United States",""
"0031762618","60000764","The Mount Sinai Medical Center","New York","United States",""
"0031762618","60009343","Memorial Sloan-Kettering Cancer Center","New York","United States",""
"0031762618","60025843","New York Presbyterian Hospital/Columbia University Medical Center","New York","United States",""
"0026095665","60009389","Fox Chase Cancer Center","Philadelphia","United States",""
"0026095665","60017457","Kaiser Permanente","","United States",""
"0029127042","114628776","Institutes of Medical Genetics","Rome","Italy",""
"0029127042","60009389","Fox Chase Cancer Center","Philadelphia","United States",""
"0029127042","60022143","University of Southern California/Norris Comprehensive Cancer Center","Los Angeles","United States",""
"0029127042","60029431","Universita Cattolica del Sacro Cuore, Rome, Facolta di Medicina e Chirurgia","Rome","Italy",""
"0034161251","60008877","University of Dundee","Dundee","United Kingdom",""
"0035882103","60008877","University of Dundee","Dundee","United Kingdom",""
"0035902180","60019942","EMD Serono, Inc.","Rockland","United States",""
"0035902180","60032445","Salk Institute for Biological Studies","San Diego","United States",""
"0035499454","60014441","Friedrich Miescher Institute for Biomedical Research","Basel","Switzerland",""
"0033515625","60014441","Friedrich Miescher Institute for Biomedical Research","Basel","Switzerland",""
"0035800763","60014441","Friedrich Miescher Institute for Biomedical Research","Basel","Switzerland",""
"0033582929","60002746","Harvard Medical School","Boston","United States",""
"0033582929","60015543","University of Pittsburgh","Pittsburgh","United States",""
"0033582929","60030521","Children's Hospital Boston","Boston","United States",""
"0033582929","60030612","University of California, San Diego","San Diego","United States",""
"0029160069","60007989","Utrecht University","Utrecht","Netherlands",""
"0029160069","60031066","Hubrecht Laboratory KNAW (Netherlands Institute for Developmental Biology)","Utrecht","Netherlands",""
"0032515027","60007278","UC Irvine","Irvine","United States",""
"0032515027","60022195","Massachusetts Institute of Technology","Cambridge","United States",""
"0032515027","60023242","Sanford Burnham Prebys Medical Discovery Institute","San Diego CA","United States",""
"0032515027","60030162","Columbia University in the City of New York","New York","United States",""
"0033199841","60008877","University of Dundee","Dundee","United Kingdom",""
"0035487315","60002773","Garvan Institute of Medical Research","Sydney","Australia",""
"0035448879","101185326","InGenious Targeting Laboratory","Stony Brook","United States",""
"0035448879","60025272","University of Tokyo","Tokyo","Japan",""
"0035448879","60026827","Rockefeller University","New York","United States",""
"0035448879","60027561","University of Illinois at Chicago","Chicago","United States",""
"0026667730","60009389","Fox Chase Cancer Center","Philadelphia","United States",""
"0001457668","60009389","Fox Chase Cancer Center","Philadelphia","United States",""
"0001457668","60022890","Drexel University College of Medicine","Philadelphia","United States",""
"0001457668","60023222","Medical University of South Carolina","Charleston","United States",""
"0035368548","60017994","Yale University School of Medicine","New Haven","United States",""
"0035914388","60003711","University of Pennsylvania, School of Medicine","Philadelphia","United States",""
"0035914388","60006297","University of Pennsylvania","Philadelphia","United States",""
"0026006501","60010337","Institute of Cancer Research London","London","United Kingdom",""
"0029587224","60008877","University of Dundee","Dundee","United Kingdom",""
"0029587224","60014441","Friedrich Miescher Institute for Biomedical Research","Basel","Switzerland",""
"0033084143","60008877","University of Dundee","Dundee","United Kingdom",""
"0030702123","100319690","Ontogeny, Inc.","Cambridge (ex Galt)","United States",""
"0030702123","60002339","Emory University School of Medicine","Atlanta","United States",""
"0030702123","60030521","Children's Hospital Boston","Boston","United States",""
"0032752063","60030521","Children's Hospital Boston","Boston","United States",""
"0032530482","60010365","The University of British Columbia","Vancouver","Canada",""
"0032530482","60016849","University of Toronto","Toronto","Canada",""
"0032530482","60028379","British Columbia Cancer Agency","Vancouver","Canada",""
"1842333237","60006989","Pfizer Inc.","New York","United States",""
"1842333237","60033182","University of Michigan Medical School","Ann Arbor","United States",""
"0035844257","60002306","University of Calgary","Calgary","Canada",""
"0032533225","60019905","St. Jude Children Research Hospital","Memphis","United States",""
"0032484019","60002746","Harvard Medical School","Boston","United States",""
"0032484019","60003872","Joslin Diabetes Center","Boston","United States",""
"0035902115","60027053","National Cancer Institute at Frederick","Frederick","United States",""
"0035902115","60029881","UCSF Comprehensive Cancer Center","San Francisco","United States",""
"18844478996","60001117","The Johns Hopkins School of Medicine","Baltimore","United States",""
"18844478996","60009968","Novartis International AG","Basel","Switzerland",""
"18844478996","60019619","UniversitatsSpital Zurich","Zurich","Switzerland",""
"0033912843","60000905","Inserm","Paris","France",""
"0033912843","60014441","Friedrich Miescher Institute for Biomedical Research","Basel","Switzerland",""
"0029079275","60000483","National Jewish Medical and Research Center","Denver","United States",""
"0029079275","60009389","Fox Chase Cancer Center","Philadelphia","United States",""
"0029079275","60013409","National Cancer Institute","Bethesda","United States",""
"0030991386","60014441","Friedrich Miescher Institute for Biomedical Research","Basel","Switzerland",""
"0030991386","60014739","UT Southwestern Medical School","Dallas","United States",""
"0242612949","60004829","Amtssygehuset i Glostrup","Glostrup","Denmark",""
"0242612949","60017969","IGBMC Institut de Genetique et de Biologie Moleculaire et Cellulaire","Illkirch-Graffenstaden","France",""
"0033595720","60011418","Kobe University","Kobe","Japan",""
"0033595720","60022867","National Institute of Neuroscience, Kodaira","Kodaira","Japan",""
"0033569924","60002339","Emory University School of Medicine","Atlanta","United States",""
"0033569924","60002773","Garvan Institute of Medical Research","Sydney","Australia",""
"0033569924","60012831","University of Rochester School of Medicine and Dentistry","Rochester","United States",""
"0033569924","60015481","University of Washington, Seattle","Seattle","United States",""
"0033569924","60019647","Georgia Institute of Technology","Atlanta","United States",""
"0033769436","60008877","University of Dundee","Dundee","United Kingdom",""
"0033769436","60016426","Faculte de Medecine Universite Nice - Sophia Antipolis","Nice","France",""
"0033769436","60033148","Universite Nice Sophia Antipolis","Nice","France",""
"0035896366","60008877","University of Dundee","Dundee","United Kingdom",""
"0030026679","60016849","University of Toronto","Toronto","Canada",""
"0030026679","60028897","University of Ottawa, Canada","Ottawa","Canada",""
"0030026679","60030319","Hospital for Sick Children University of Toronto","Toronto","Canada",""
"0035854677","60008201","F. Hoffmann-La Roche AG","Basel","Switzerland",""
"0035854677","60009968","Novartis International AG","Basel","Switzerland",""
"0035854677","60014441","Friedrich Miescher Institute for Biomedical Research","Basel","Switzerland",""
"14444281569","60000264","Nagoya University","Nagoya","Japan",""
"14444281569","60003303","Tokyo Medical and Dental University","Tokyo","Japan",""
"14444281569","60011001","Kyoto University","Kyoto","Japan",""
"14444281569","60022068","Uppsala Biomedicinska Centrum","Uppsala","Sweden",""
"14444281569","60024433","Cancer Institute of Japanese Foundation for Cancer Research","Tokyo","Japan",""
"0026270993","60014441","Friedrich Miescher Institute for Biomedical Research","Basel","Switzerland",""
"0025882091","60014441","Friedrich Miescher Institute for Biomedical Research","Basel","Switzerland",""
"0033519453","60023691","University of California, San Francisco","San Francisco","United States",""
"0035133227","60032105","New York University Langone Medical Center","New York","United States",""
"0029908016","60003711","University of Pennsylvania, School of Medicine","Philadelphia","United States",""
"0029908016","60015615","Stanford University Medical Center","Stanford","United States",""
"0029908016","60032838","Stanford University School of Medicine","Stanford","United States",""
"0033560896","60002441","Baylor College of Medicine","Houston","United States",""
"0033560896","60007989","Utrecht University","Utrecht","Netherlands",""
"0034898707","60010337","Institute of Cancer Research London","London","United Kingdom",""
"17944363486","60000209","University of Connecticut Health Center","Farmington","United States",""
"17944363486","60008877","University of Dundee","Dundee","United Kingdom",""
"17944363486","60025283","Boyer Center for Molecular Medicine","New Haven","United States",""
"0034663568","60003711","University of Pennsylvania, School of Medicine","Philadelphia","United States",""
"0033599029","60020649","GlaxoSmithKline","Middlesex","United Kingdom",""
"0033599029","60031101","University of Cambridge","Cambridge","United Kingdom",""
"0035850916","60016733","Oregon Health and Science University","Portland","United States",""
"0034951384","60016733","Oregon Health and Science University","Portland","United States",""
"0035949588","60021947","Indiana University School of Medicine Indianapolis","Indianapolis","United States",""
"0035949588","60024609","Indiana University-Purdue University Indianapolis","Indianapolis","United States",""
"0034643331","60032724","University Medical Center Utrecht","Utrecht","Netherlands",""
"0030727172","60008877","University of Dundee","Dundee","United Kingdom",""
"0030727172","60014441","Friedrich Miescher Institute for Biomedical Research","Basel","Switzerland",""
"0032535490","60014441","Friedrich Miescher Institute for Biomedical Research","Basel","Switzerland",""
"0032535490","60069907","Theodor Kocher Institute of University of Bern","Bern","Switzerland",""
"0033618371","60015615","Stanford University Medical Center","Stanford","United States",""
"0033618371","60032838","Stanford University School of Medicine","Stanford","United States",""
"0034680838","60030776","Harvard Institute of Medicine","Boston","United States",""
"0033517189","60002194","University of Tennessee Health Science Center","Memphis","United States",""
"0033517189","60021947","Indiana University School of Medicine Indianapolis","Indianapolis","United States",""
"0035887436","60002396","Georgetown University School of Medicine","Washington","United States",""
"0035813230","60014441","Friedrich Miescher Institute for Biomedical Research","Basel","Switzerland",""
"0034724443","100326545","Kinetek Pharmaceuticals Inc.","Vancouver","Canada",""
"0034724443","60003151","Jack Bell Research Centre","Vancouver","Canada",""
"0034724443","60010365","The University of British Columbia","Vancouver","Canada",""
"0035920145","100326545","Kinetek Pharmaceuticals Inc.","Vancouver","Canada",""
"0035920145","60002306","University of Calgary","Calgary","Canada",""
"0035920145","60003151","Jack Bell Research Centre","Vancouver","Canada",""
"0035920145","60010365","The University of British Columbia","Vancouver","Canada",""
"0035920145","60012542","Vancouver Hospital and Health Sciences Center, Vancouver","Vancouver","Canada",""
"0034643868","60006989","Pfizer Inc.","New York","United States",""
"0034646644","60009866","University of Colorado Health Sciences Center","Denver","United States",""
