"","id","pubdate","firstauthor","lastauthor","source","title","year"
"169","9712499","1998 Jun","Cornelissen JJ","Brand R","Bone marrow transplantation","A retrospective Dutch study comparing T cell-depleted allogeneic blood stem cell transplantation vs T cell-depleted allogeneic bone marrow transplantation.","1998"
"170","9707017","1998 Jul","Clarke E","Pamphilon DH","Bone marrow transplantation","Double T cell depletion of bone marrow using sequential positive and negative cell immunoaffinity or CD34+ cell selection followed by Campath-1M; effect on CD34+ cells and progenitor cell recoveries.","1998"
"171","9668276","1998 May 13","Agius MA","Sanyal B","Annals of the New York Academy of Sciences","Homology of an antiacetylcholine receptor monoclonal antibody with a monoclonal antibody to Campath-1 antigen suggests usage of the same VH genes.","1998"
"172","9630324","1998 Apr","Veys PA","Davies G","Bone marrow transplantation","Haploidentical related transplants and unrelated donor transplants with T cell addback.","1998"
"173","9630323","1998 Apr","Miano M","Dini G","Bone marrow transplantation","Unrelated donor marrow transplantation for inborn errors.","1998"
"174","9593475","1998 Feb","Ginaldi L","Catovsky D","Leukemia research","Levels of expression of CD52 in normal and leukemic B and T cells: correlation with in vivo therapeutic responses to Campath-1H.","1998"
"175","9531622","1998 Apr 15","Hale G","Waldmann H","Blood","Risks of developing Epstein-Barr virus-related lymphoproliferative disorders after T-cell-depleted marrow transplants. CAMPATH Users.","1998"
"176","9578307","1998 Apr","Lowdell MW","Prentice HG","Bone marrow transplantation","The effect of T cell depletion with Campath-1M on immune reconstitution after chemotherapy and allogeneic bone marrow transplant as treatment for leukaemia.","1998"
"177","9509982","1998 Feb","Starobinski M","Chapuis B","Bone marrow transplantation","T cell depletion of allogeneic peripheral blood stem cells.","1998"
"178","9482528","1998 Feb","Byrd JC","Grever MR","Seminars in oncology","Old and new therapies in chronic lymphocytic leukemia: now is the time for a reassessment of therapeutic goals.","1998"
"179","9471061","1997 Nov","Montserrat E","Montserrat E","Hematology and cell therapy","New therapeutic issues in CLL.","1997"
"180","9464849","1997 Dec","Yeung CH","Nieschlag E","Molecular human reproduction","Human epididymal secreted protein CD52 on ejaculated spermatozoa: correlations with semen characteristics and the effect of its antibody.","1997"
"181","9367397","1997 Nov","Isaacs JD","Waldmann H","Clinical and experimental immunology","Humanized anti-CD4 monoclonal antibody therapy of autoimmune and inflammatory disease.","1997"
"182","9337063","1997 Oct","Clarke E","Pamphilon DH","Bone marrow transplantation","A laboratory comparison of T cell depletion by CD34+ cell immunoaffinity selection and in vitro Campath-1M treatment: clinical implications for bone marrow transplantation and donor leukocyte therapy.","1997"
"183","9337053","1997 Oct","Nagler A","Deutsch VR","Bone marrow transplantation","Enhancement of megakaryocytopoiesis by Campath-1G-treated natural killer cells.","1997"
"184","9291477","1997 Oct","Yeung CH","Cooper TG","Molecular reproduction and development","Interaction of the human epididymal protein CD52 (HE5) with epididymal spermatozoa from men and cynomolgus monkeys.","1997"
"185","9228156","1997 Jul","Finnegan A","Schnitzer TJ","The Journal of rheumatology","Persistence of CD4+ T cells in the arthritic joint after CAMPATH-1H treatment.","1997"
"186","9204983","1997 Jul","Pawson R","Catovsky D","Leukemia","Sezary cell leukaemia: a distinct T cell disorder or a variant form of T prolymphocytic leukaemia?","1997"
"187","9188478","1997 Jun 20","Smith GK","Wolfe LA 3rd","The Journal of biological chemistry","Toward antibody-directed enzyme prodrug therapy with the T268G mutant of human carboxypeptidase A1 and novel in vivo stable prodrugs of methotrexate.","1997"
"188","9207420","1997 Jun","Dyer MJ","Catovsky D","British journal of haematology","In vivo 'purging' of residual disease in CLL with Campath-1H.","1997"
"189","9163593","1997 May","Killick SB","Gordon-Smith EC","British journal of haematology","Sustained remission of severe resistant autoimmune neutropenia with Campath-1H.","1997"
"190","9126378","1997 Apr 5","Sheeley DM","Taylor LC","Analytical biochemistry","Characterization of monoclonal antibody glycosylation: comparison of expression systems and identification of terminal alpha-linked galactose.","1997"
"191","9148769","1997 Mar 15","Taylor VC","Field MC","The Biochemical journal","Antibody selection against CD52 produces a paroxysmal nocturnal haemoglobinuria phenotype in human lymphocytes by a novel mechanism.","1997"
"192","9054677","1997 Mar","Collins P","Veys P","British journal of haematology","Successful engraftment of haploidentical stem cell transplant for familial haemophagocytic lymphohistiocytosis using both bone marrow and peripheral blood stem cells.","1997"
"193","9054672","1997 Mar","Bowen AL","Catovsky D","British journal of haematology","Subcutaneous CAMPATH-1H in fludarabine-resistant/relapsed chronic lymphocytic and B-prolymphocytic leukaemia.","1997"
"194","9051241","1997 Feb","Dickinson AM","Cant AJ","Bone marrow transplantation","In vitro T cell depletion using Campath 1M for mismatched BMT for severe combined immunodeficiency (SCID).","1997"
"195","9020367","1997 Jan","Osterborg A","Mellstedt H","European journal of haematology","Clonal CD8+ and CD52- T cells are induced in responding B cell lymphoma patients treated with Campath-1H (anti-CD52).","1997"
"196","8981930","1996 Dec 15","Wing MG","Compston A","The Journal of clinical investigation","Mechanism of first-dose cytokine-release syndrome by CAMPATH 1-H: involvement of CD16 (FcgammaRIII) and CD11a/CD18 (LFA-1) on NK cells.","1996"
"197","9137963","1996 Dec","Catovsky D","Catovsky D","Hematology and cell therapy","Clinical experience with 2'-deoxycoformycin.","1996"
"198","8973608","1996 Dec","Isaacs JD","Waldmann H","Clinical and experimental immunology","A therapeutic human IgG4 monoclonal antibody that depletes target cells in humans.","1996"
"199","8899185","1996 Oct","Condiotti R","Nagler A","Bone marrow transplantation","Campath-1G impairs human natural killer (NK) cell-mediated cytotoxicity.","1996"
"200","8790160","1996 Sep","Oakhill A","Cornish JM","British journal of haematology","Unrelated donor bone marrow transplantation for children with relapsed acute lymphoblastic leukaemia in second complete remission.","1996"
"201","8784367","1996 Sep","Jabado N","Fischer A","Pediatrics","Bone marrow transplantation from genetically HLA-nonidentical donors in children with fatal inherited disorders excluding severe combined immunodeficiencies: use of two monoclonal antibodies to prevent graft rejection.","1996"
"202","8864469","1996 Aug","Nagler A","Or R","Bone marrow transplantation","In vivo CAMPATH-1 followed by T cell-depleted bone marrow transplantation: a potential new mode of therapy for hepatitis-associated severe aplastic anemia (SAA).","1996"
"203","8864449","1996 Aug","Gerritsen EJ","Vossen JM","Bone marrow transplantation","Risk factors for developing EBV-related B cell lymphoproliferative disorders (BLPD) after non-HLA-identical BMT in children.","1996"
"204","9345418","1996 Jul","Moreau T","Compston A","Multiple sclerosis (Houndmills, Basingstoke, England)","CAMPATH-IH in multiple sclerosis.","1996"
"205","8844262","1996 Jul","Smith MA","Allen G","International journal of peptide and protein research","Specific cleavage of immunoglobulin G by copper ions.","1996"
"206","8756101","1996 Jul","Varadi G","Nagler A","American journal of hematology","In vivo CAMPATH-1 monoclonal antibodies: a novel mode of therapy for acute graft-versus-host disease.","1996"
"207","8690051","1996 Jul","de Kroon JF","Falkenburg JH","Experimental hematology","Anti-CD45 and anti-CD52 (Campath) monoclonal antibodies effectively eliminate systematically disseminated human non-Hodgkin's lymphoma B cells in Scid mice.","1996"
"208","8782148","1996 Jun","Isaacs JD","Waldmann H","The Journal of rheumatology","Monoclonal antibody therapy of diffuse cutaneous scleroderma with CAMPATH-1H.","1996"
"209","8690449","1996 Jun","Hale C","Tite J","Immunology","Recognition of CD52 allelic gene products by CAMPATH-1H antibodies.","1996"
"210","8733715","1996 May","Mehta J","Catovsky D","Bone marrow transplantation","T cell-depleted allogeneic bone marrow transplantation from a partially HLA-mismatched unrelated donor for progressive chronic lymphocytic leukemia and fludarabine-induced bone marrow failure.","1996"
"211","8733704","1996 May","Hamblin M","Gordon-Smith EC","Bone marrow transplantation","Campath-1G in vivo confers a low incidence of graft-versus-host disease associated with a high incidence of mixed chimaerism after bone marrow transplantation for severe aplastic anaemia using HLA-identical sibling donors.","1996"
"212","8611731","1996 May 1","Roux E","Roosnek E","Blood","Analysis of T-cell repopulation after allogeneic bone marrow transplantation: significant differences between recipients of T-cell depleted and unmanipulated grafts.","1996"
"213","8738190","1996 Mar","Lines AC","Lines AC","Journal of pharmaceutical and biomedical analysis","High-performance liquid chromatographic mapping of the oligosaccharides released from the humanised immunoglobulin, CAMPATH 1H.","1996"
"214","8620297","1996 Mar","Isaacs JD","Johnston JM","British journal of rheumatology","CAMPATH-1H in rheumatoid arthritis--an intravenous dose-ranging study.","1996"
"215","8624684","1996 Feb","Moreau T","Compston A","Brain : a journal of neurology","Transient increase in symptoms associated with cytokine release in patients with multiple sclerosis.","1996"
"216","9238651","1996 Jan","Kirchhoff C","Kirchhoff C","Molecular human reproduction","CD52 is the 'major maturation-associated' sperm membrane antigen.","1996"
"217","8562410","1996 Jan","Locatelli F","Paolucci G","British journal of haematology","Role of allogeneic bone marrow transplantation from an HLA-identical sibling or a matched unrelated donor in the treatment of children with juvenile chronic myeloid leukaemia.","1996"
"218","8546734","1996 Jan","Soriano ER","Maddison PJ","Arthritis and rheumatism","Synovial tissue responses following treatment of rheumatoid arthritis with the humanized monoclonal antibody CAMPATH-1H.","1996"
"219","8618827","1995 Dec 19","Hutchins JT","Ray P","Proceedings of the National Academy of Sciences of the United States of America","Improved biodistribution, tumor targeting, and reduced immunogenicity in mice with a gamma 4 variant of Campath-1H.","1995"
"220","9373346","1995 Dec","Hale G","Hale G","Immunotechnology : an international journal of immunological engineering","Synthetic peptide mimotope of the CAMPATH-1 (CD52) antigen, a small glycosylphosphatidylinositol-anchored glycoprotein.","1995"
"221","8750280","1995 Dec","Varadi G","Nagler A","Bone marrow transplantation","Severe migratory polyarthritis following in vivo CAMPATH-1G.","1995"
"222","8720080","1995 Dec","Lifely MR","Phillips J","Glycobiology","Glycosylation and biological activity of CAMPATH-1H expressed in different cell lines and grown under different culture conditions.","1995"
"223","8643100","1995 Dec","Boyd PN","Patel AK","Molecular immunology","The effect of the removal of sialic acid, galactose and total carbohydrate on the functional activity of Campath-1H.","1995"
"224","7491698","1995 Nov 15","Nagler A","Barak V","Transplantation","Elevated inflammatory cytokine levels in bone marrow graft rejection.","1995"
"225","8654681","1995 Nov","Hale G","Phillips JM","Biochemical Society transactions","Clinical trials with CAMPATH-I and other monoclonal antibodies.","1995"
"226","8534657","1995 Nov","Isaacs JD","Meyer PA","The British journal of ophthalmology","Monoclonal antibody therapy of chronic intraocular inflammation using Campath-1H.","1995"
"227","7579421","1995 Oct 15","Kapelushnik J","Oppenheim A","Blood","Analysis of beta-globin mutations shows stable mixed chimerism in patients with thalassemia after bone marrow transplantation.","1995"
"228","22358555","1995 Oct","Keen MJ","Rapson NT","Cytotechnology","Development of a serum-free culture medium for the large scale production of recombinant protein from a Chinese hamster ovary cell line.","1995"
"229","8991975","1995 Oct","Pruzanski W","Vadas P","The Journal of rheumatology","Induction of TNF-alpha and proinflammatory secretory phospholipase A2 by intravenous administration of CAMPATH-1H in patients with rheumatoid arthritis.","1995"
"230","7572995","1995 Oct","DelleKarth G","Simonitsch I","American journal of hematology","Clearance of PCR-detectable lymphoma cells from the peripheral blood, but not bone marrow after therapy with campath-1H.","1995"
"231","9358610","1995 Aug","Wing MG","Hale G","Therapeutic immunology","Ex-vivo whole blood cultures for predicting cytokine-release syndrome: dependence on target antigen and antibody isotype.","1995"
"232","7622867","1995 Jul 17","Patel AK","Boyd PN","Journal of immunological methods","An improved assay for antibody dependent cellular cytotoxicity based on time resolved fluorometry.","1995"
"233","7662637","1995 Jul","Webster AR","Moore AT","The British journal of ophthalmology","Ischaemic retinopathy occurring in patients receiving bone marrow allografts and campath-1G: a clinicopathological study.","1995"
"234","7557898","1995 Jul-Aug","Clark RE","Pender N","Hematological oncology","Transplantation of T-lymphocyte depleted marrow with an addback of T cells.","1995"
"235","7762066","1995 May 15","Spencer A","Batchelor JR","Transplantation","Cytotoxic T lymphocyte precursor frequency analyses in bone marrow transplantation with volunteer unrelated donors. Value in donor selection.","1995"
"236","7890742","1995 Mar 17","Treumann A","Ferguson MA","The Journal of biological chemistry","Primary structure of CD52.","1995"
"237","7762819","1995 Mar 1","Ashton DS","Smith MA","Analytical chemistry","Mass spectrometry of the humanized monoclonal antibody CAMPATH 1H.","1995"
"238","7734348","1995 Mar","Naparstek E","Tochner Z","British journal of haematology","T-cell-depleted allogeneic bone marrow transplantation for acute leukaemia using Campath-1 antibodies and post-transplant administration of donor's peripheral blood lymphocytes for prevention of relapse.","1995"
"239","7599563","1995 Mar","Hertenstein B","Mertens T","Bone marrow transplantation","In vivo/ex vivo T cell depletion for GVHD prophylaxis influences onset and course of active cytomegalovirus infection and disease after BMT.","1995"
"240","7773229","1995 Feb","Hale G","Waldmann H","Bone marrow transplantation","Availability of Campath-1 antibodies for bone marrow transplantation.","1995"
"241","7530212","1995 Feb","Dreger P","Schmitz N","Experimental hematology","G-CSF-mobilized peripheral blood progenitor cells for allogeneic transplantation: comparison of T cell depletion strategies using different CD34+ selection systems or CAMPATH-1.","1995"
"242","22358746","1995 Jan","Keen MJ","Hale C","Cytotechnology","The use of serum-free medium for the production of functionally active humanised monoclonal antibody from NS0 mouse myeloma cells engineered using glutamine synthetase as a selectable marker.","1995"
"243","8543073","1995","Newman DK","Waldmann H","Eye (London, England)","Prevention of immune-mediated corneal graft destruction with the anti-lymphocyte monoclonal antibody, CAMPATH-1H.","1995"
"244","7718516","1995 Jan","Rowan WC","Brett SJ","International immunology","Cross-linking of the CAMPATH-1 antigen (CD52) triggers activation of normal human T lymphocytes.","1995"
"245","7711666","1994 Dec","Chaushu S","Yefenof E","Bone marrow transplantation","Salivary immunoglobulins in recipients of bone marrow grafts. I. A longitudinal follow-up.","1994"
"246","7584499","1994 Oct","Greenwood J","Waldmann H","Therapeutic immunology","Engineering multiple-domain forms of the therapeutic antibody CAMPATH-1H: effects on complement lysis.","1994"
"247","7858503","1994 Sep","Lim SH","Ifthikharuddin JJ","Leukemia &amp; lymphoma","Autoimmune thrombocytopenic purpura complicating lymphoproliferative disorders.","1994"
"248","7914262","1994 Jul 30","Moreau T","Compston A","Lancet (London, England)","Preliminary evidence from magnetic resonance imaging for reduction in disease activity after lymphocyte depletion in multiple sclerosis.","1994"
"249","8054913","1994 May","Hale G","Waldmann H","Bone marrow transplantation","Control of graft-versus-host disease and graft rejection by T cell depletion of donor and recipient with Campath-1 antibodies. Results of matched sibling transplants for malignant diseases.","1994"
"250","8027367","1994 Apr","Salisbury JR","Nethersell AB","Journal of clinical pathology","Immunohistochemical analysis of CDw52 antigen expression in non-Hodgkin's lymphomas.","1994"
"251","8019459","1994 Jan","Or R","Slavin S","Bone marrow transplantation","Total lymphoid irradiation, anti-lymphocyte globulin and Campath 1-G for immunosuppression prior to bone marrow transplantation for aplastic anemia after repeated graft rejection.","1994"
"252","7997943","1994","Pall AA","Savage CO","Springer seminars in immunopathology","Mechanisms of endothelial cell injury in vasculitis.","1994"
"253","8260716","1993 Dec 15","Nagakura S","Kagimoto T","Blood","A deficiency in CDw52 (CAMPATH-1 antigen) of paroxysmal nocturnal hemoglobinuria lymphocytes.","1993"
"254","8405234","1993 Nov","Fabian I","Nagler A","Experimental hematology","Effects of CAMPATH-1 antibodies on the functional activity of monocytes and polymorphonuclear neutrophils.","1993"
"255","8405223","1993 Oct","Deutsch VR","Eldor A","Experimental hematology","Effect of bone marrow T lymphocytes treated with CAMPATH 1G on megakaryocyte colony formation.","1993"
"256","8241978","1993 Sep","Bunjes D","Heimpel H","Bone marrow transplantation","Graft rejection by a population of primed CDw52- host T cells after in vivo/ex vivo T-depleted bone marrow transplantation.","1993"
"257","8366859","1993 Aug","Xia MQ","Waldmann H","Molecular immunology","Efficient complement-mediated lysis of cells containing the CAMPATH-1 (CDw52) antigen.","1993"
"258","7688956","1993 Aug 1","Xia MQ","Waldmann H","The Biochemical journal","Structure of the CAMPATH-1 antigen, a glycosylphosphatidylinositol-anchored glycoprotein which is an exceptionally good target for complement lysis.","1993"
"259","7687895","1993 Aug 1","Gilleece MH","Dexter TM","Blood","Effect of Campath-1H antibody on human hematopoietic progenitors in vitro.","1993"
"260","8217808","1993 Jul","Lim SH","Baglin TP","British journal of haematology","CAMPATH-1 monoclonal antibody therapy in severe refractory autoimmune thrombocytopenic purpura.","1993"
"261","8477804","1993 May","Greenwood J","Waldmann H","European journal of immunology","Structural motifs involved in human IgG antibody effector functions.","1993"
"262","8096935","1993 Apr 17","Poynton CH","Maughan TS","Lancet (London, England)","Adverse reactions to Campath-1H monoclonal antibody.","1993"
"263","7685389","1993 Mar","Hale G","Brito-Babapulle A","Journal of reproductive immunology","The glycosylphosphatidylinositol-anchored lymphocyte antigen CDw52 is associated with the epididymal maturation of human spermatozoa.","1993"
"264","8094189","1993 Feb 13","Lim SH","Marcus R","Lancet (London, England)","Differential response in a patient treated with Campath-1H monoclonal antibody for refractory non-Hodgkin lymphoma.","1993"
"265","8448560","1993","Lanino E","Marenco P","Bone marrow transplantation","Bone marrow transplantation from unrelated donors: the Italian experience. GITMO, AIEOP and IBMDR.","1993"
"266","8448531","1993","Cullis JO","Hows JM","Bone marrow transplantation","Matched unrelated donor bone marrow transplantation for chronic myeloid leukaemia in chronic phase: comparison of ex vivo and in vivo T-cell depletion.","1993"
"267","8124250","1993","Arnold R","Waldmann H","Bone marrow transplantation","In vitro and in vivo depletion of T cells.","1993"
"268","1384718","1992 Nov 15","Perry AC","Hall L","Biochimica et biophysica acta","Identification of an abundant monkey epididymal transcript encoding a homologue of human CAMPATH-1 antigen precursor.","1992"
"269","1635559","1992 Jul-Aug","Carroll AR","Clarke BE","Molecular immunology","Synthesis and secretion of a functional antibody in a vaccinia virus expression system.","1992"
"270","1390211","1992 Jul","Marks DI","Hows JM","British journal of haematology","HLA-identical sibling donor bone marrow transplantation for chronic myeloid leukaemia in first chronic phase: influence of GVHD prophylaxis on outcome.","1992"
"271","1352921","1992 Jul","Valentin H","Bernard A","Transplantation","The distribution of the CDW52 molecule on blood cells and characterization of its involvement in T cell activation.","1992"
"272","1600413","1992 Apr","Willemze R","Fibbe WE","Bone marrow transplantation","In vivo use of Campath-1G to prevent graft-versus-host disease and graft rejection after bone marrow transplantation.","1992"
"273","1581219","1992 Mar","Labadie J","Vossen JM","British journal of haematology","Transfer of specific immunity from donor to recipient of an allogeneic bone marrow graft: effect of conditioning on the specific immune response of the graft recipient.","1992"
"274","1543952","1992 Jan","Jurges E","Hobbs JR","Bone marrow transplantation","Transmission of toxoplasmosis by bone marrow transplant associated with Campath-1G.","1992"
"275","1504665","1992","Slavin S","Lewin A","Bone marrow transplantation","Clinical application of intrauterine bone marrow transplantation for treatment of genetic diseases--feasibility studies.","1992"
"276","1438436","1992","Fasth A","de los Angeles Umaña M","Progress in clinical and biological research","Campath-1M antibodies for T cell depletion of haploidentical marrow transplanted to children with malignant osteopetrosis.","1992"
"277","1339322","1992 Jan","Crowe JS","Tite JP","Clinical and experimental immunology","Humanized monoclonal antibody CAMPATH-1H: myeloma cell expression of genomic constructs, nucleotide sequence of cDNA constructs and comparison of effector mechanisms of myeloma and Chinese hamster ovary cell-derived material.","1992"
"278","1787497","1991 Nov","Kyle V","Waldmann H","The Journal of rheumatology","Humanized monoclonal antibody treatment in rheumatoid arthritis.","1991"
"279","1908152","1991 Aug","Friend PJ","Calne RY","Transplantation proceedings","Reversal of allograft rejection using the monoclonal antibody, Campath-1G.","1991"
"280","1799264","1991 Jul","Friend PJ","Friend PJ","Annals of the Academy of Medicine, Singapore","Monoclonal antibodies in immunosuppression.","1991"
"281","1711975","1991 Jul","Xia MQ","Waldmann H","European journal of immunology","Characterization of the CAMPATH-1 (CDw52) antigen: biochemical analysis and cDNA cloning reveal an unusually small peptide backbone.","1991"
"282","1903536","1991 May 15","Gorman SD","Waldmann H","Proceedings of the National Academy of Sciences of the United States of America","Reshaping a therapeutic CD4 antibody.","1991"
"283","2070132","1991 Apr","Morecki S","Slavin S","Bone marrow transplantation","The effect of in vitro T lymphocyte depletion on generation of IL2-activated cytotoxic cells.","1991"
"284","1985691","1991 Jan 15","Fischer A","Griscelli C","Blood","Reduction of graft failure by a monoclonal antibody (anti-LFA-1 CD11a) after HLA nonidentical bone marrow transplantation in children with immunodeficiencies, osteopetrosis, and Fanconi's anemia: a European Group for Immunodeficiency/European Group for Bone Marrow Transplantation report.","1991"
"285","27464246","1991","Dyer MJ","Marcus RE","Leukemia &amp; lymphoma","T-Cell Receptor and Immunoglobulin Gene Rearrangements in Acute Myeloid and Undifferentiated Leukemias of Adults: Correlation with Weak Surface Expression of CD45 and CDw52 Antigens.","1991"
"286","2043872","1991 Jan","Schroeder H","McElwain TJ","Bone marrow transplantation","High dose melphalan and total body irradiation with autologous marrow rescue in childhood acute lymphoblastic leukaemia after relapse.","1991"
"287","1998598","1991 Jan","Mackinnon S","Goldman JM","British journal of haematology","Origin and function of adherent lymphokine activated killer cells in patients with chronic myeloid leukaemia who relapse following bone marrow transplantation.","1991"
"288","1878698","1991","Martinelli G","Pignatti PF","Bone marrow transplantation","An assessment of chimeric transcript detection in CML patients after bone marrow transplantation.","1991"
"289","1675214","1991","Jacobs P","Horak S","Journal of clinical apheresis","Collection and cryopreservation of human stem and progenitor cells for bone marrow transplantation.","1991"
"290","1367214","1991 Jan","Page MJ","Sydenham MA","Bio/technology (Nature Publishing Company)","High level expression of the humanized monoclonal antibody Campath-1H in Chinese hamster ovary cells.","1991"
"291","2238056","1990 Nov","Eppinger T","Dopfer R","Transplantation","8-Methoxypsoralen and ultraviolet A therapy for cutaneous manifestations of graft-versus-host disease.","1990"
"292","2104246","1990 Oct-Nov","White DJ","Obers A","European cytokine network","The significance of tumour necrosis factor serum levels in organ transplantation.","1990"
"293","2338131","1990 Jun","Mackinnon S","Catovsky D","Experimental hematology","Bone marrow transplantation for chronic myeloid leukemia: the use of histocompatible unrelated volunteer donors.","1990"
"294","2323363","1990 May","Law P","Dooley DC","Experimental hematology","Purification of peripheral blood hematopoietic cells using Campath-1M monoclonal antibody.","1990"
"295","2328322","1990 Apr 15","McGlave PB","Hows JM","Blood","Therapy for chronic myelogenous leukemia with unrelated donor bone marrow transplantation: results in 102 cases.","1990"
"296","2337682","1990 Apr","Mergenthaler HG","Dörmer P","Blut","In vitro hemopoiesis in human micro long-term bone marrow cultures recharged with either allogeneic, T-cell-depleted allogeneic, or syngeneic bone marrow cells.","1990"
"297","2346286","1990 Mar","White DJ","Obers A","Annals of the Academy of Medicine, Singapore","Tumour necrosis factor in organ transplantation.","1990"
"298","2184907","1990 Mar","Mumcuoglu M","Slavin S","Bone marrow transplantation","The use of recombinant cytokines for enhancing immunohematopoietic reconstitution following bone marrow transplantation. II. The influence of lymphokines on CFU-GM colonies from human untreated, ASTA-Z or Campath-1M treated bone marrow.","1990"
"299","2180151","1990 Mar","Theobald M","Heit W","Transplantation","Comparative analysis of in vivo T cell depletion with radiotherapy, combination chemotherapy, and the monoclonal antibody Campath-1G, using limiting dilution methodology.","1990"
"300","2165283","1990 Mar","Hale G","Waldmann H","Tissue antigens","The CAMPATH-1 antigen (CDw52).","1990"
"301","2138367","1990 Mar","Dreger P","Müller-Ruchholtz W","Transplantation","Evidence that reduction of immunogenicity of T-depleted bone marrow depends on additional depletion of accessory cells. Implications for prevention of graft rejection.","1990"
"302","27463993","1990","Ben-Bassat H","Slavin S","Leukemia &amp; lymphoma","Reactivity of Human Monoclonal Antibody Campath-1 with Human Leukemia Lymphoma Cell Lines of Varying Maturation.","1990"
"303","27456733","1990","Dyer MJ","Waldmann H","Leukemia &amp; lymphoma","Remission Induction in Patients with Lymphoid Malignancies Using Unconjugated CAMPATH-1 Monoclonal Antibodies.","1990"
"304","2308978","1990","Cobbold SP","Waldmann H","Progress in clinical and biological research","Purging in auto- and allografts: monoclonal antibodies which use human complement and other natural effector mechanisms.","1990"
"305","1713884","1990","Leiblein S","Helbig W","Folia haematologica (Leipzig, Germany : 1928)","T-cell depletion and haematological side effects of two cytotoxic monoclonal antibodies.","1990"
"306","2692692","1989 Dec","Bianchi AC","Brenner MK","British journal of haematology","Enhancement of monoclonal antibody dependent cell mediated cytotoxicity by IL2 and GM-CSF.","1989"
"307","2790337","1989 Sep","Marsh JC","Hows JM","Bone marrow transplantation","Recurrent graft failure following syngeneic bone marrow transplantation for aplastic anaemia.","1989"
"308","2671531","1989 Jun 3","Conde E","Bello C","Medicina clinica","[Prevention of acute graft versus host disease using 3 prophylactic schemes].","1989"
"309","2660360","1989 Jun","Frame JN","Kernan NA","Transplantation","T cell depletion of human bone marrow. Comparison of Campath-1 plus complement, anti-T cell ricin A chain immunotoxin, and soybean agglutinin alone or in combination with sheep erythrocytes or immunomagnetic beads.","1989"
"310","2786388","1989 May","Kyle V","Hazleman BL","Annals of the rheumatic diseases","Beneficial effect of monoclonal antibody to interleukin 2 receptor on activated T cells in rheumatoid arthritis.","1989"
"311","2713487","1989 May 1","Dyer MJ","Waldmann H","Blood","Effects of CAMPATH-1 antibodies in vivo in patients with lymphoid malignancies: influence of antibody isotype.","1989"
"312","2661437","1989 May-Jun","Schmeiser T","Kurrle E","Infection","Infectious complications after allogeneic bone marrow transplantation with and without T-cell depletion of donor marrow.","1989"
"313","2910352","1989 Jan","Fibach E","Rachmilewitz EA","Blood","Proliferation and maturation of human erythroid progenitors in liquid culture.","1989"
"314","2784335","1989 Jan","Frame JN","Kernan NA","Bone marrow transplantation","Optimal conditions for in vitro T cell depletion of human bone marrow by Campath-1a plus complement as demonstrated by limiting dilution analysis.","1989"
"315","2472335","1989","Phan DT","Hollán SR","Folia haematologica (Leipzig, Germany : 1928)","Cercopithecus aethiops monkey as a reliable model for in vitro study of T cell depletion of bone marrow with Campath-1 plus complement.","1989"
"316","3067007","1988 Oct 22","Iriondo A","Zubizarreta A","Medicina clinica","[Prevention of graft versus host disease by in vitro depletion of T lymphocytes with monoclonal antibodies (Campath-1) in patients undergoing bone marrow transplantation].","1988"
"317","2973413","1988 Oct","Bindon CI","Waldmann H","European journal of immunology","Importance of antigen specificity for complement-mediated lysis by monoclonal antibodies.","1988"
"318","3263310","1988 Aug","Schofer O","Johnson FL","Immunitat und Infektion","[The effect of Campath-1 on T- and NK-cells].","1988"
"319","3291930","1988 Jun","Apperley JF","Wardle D","British journal of haematology","Bone marrow transplantation for chronic myeloid leukaemia in first chronic phase: importance of a graft-versus-leukaemia effect.","1988"
"320","3048491","1988 May","Bell AJ","Hamblin TJ","Bone marrow transplantation","Immunological reconstitution after bone marrow transplantation with Campath-1 treated bone marrow.","1988"
"321","3048490","1988 May","Hale G","Dyer M","Bone marrow transplantation","Specificity of monoclonal antibody Campath-1.","1988"
"322","3282358","1988 Apr","Hale G","Waldmann H","Transplantation","T cell depletion with CAMPATH-1 in allogeneic bone marrow transplantation.","1988"
"323","2452479","1988 Mar 12","Chapuis B","Wacker P","Schweizerische medizinische Wochenschrift","[Super intensive treatment followed by bone marrow autograft in cases of hematologic neoplasms and solid tumors].","1988"
"324","3043753","1988 Mar","Sutedja TG","Goldman JM","Thorax","Pulmonary function after bone marrow transplantation for chronic myeloid leukaemia.","1988"
"325","3278419","1988 Feb","Gerritsen WR","van Bekkum DW","Transplantation","The repopulation capacity of bone marrow grafts following pretreatment with monoclonal antibodies against T lymphocytes in rhesus monkeys.","1988"
"326","3257510","1988 Jan 21","Clark DM","Boylston AW","Journal of immunological methods","An ELISA method for detecting antibodies to the T cell antigen receptor.","1988"
"327","3260131","1988","Tazzari PL","Stirpe F","Cancer immunology, immunotherapy : CII","An immunotoxin containing a rat IgM monoclonal antibody (Campath 1) and saporin 6: effect on T lymphocytes and hemopoietic cells.","1988"
"328","3122385","1988 Jan","Tighe H","Waldmann H","Transplantation","Delayed allograft rejection in primates treated with anti-IL-2 receptor monoclonal antibody Campath-6.","1988"
"329","3061978","1988","Or R","Rachmilewitz EA","Hemoglobin","Bone marrow transplantation in beta-thalassemia major. The Israeli experience.","1988"
